so_id,customer_id,branch_id,order_date,delivery_date,order_status,payment_terms,total_order_value,total_gst_amount,grand_total,sales_channel
SO-121329,C0071,KOL001,2022-06-02,2022-06-17,Delivered,Net 45,540600,142678.0,683278.0,Dealer Network
SO-239001,C0094,PUN001,2021-10-06,2021-10-12,Delivered,Advance,1685050,462224.00000000006,2147274.0,Dealer Network
SO-638622,C0094,PUN001,2021-08-11,2021-08-19,Delivered,Advance,2464880,681108.4000000001,3145988.4,Dealer Network
SO-813405,C0152,CHN001,2023-06-08,2023-06-19,Delivered,Net 15,98410,27008.800000000003,125418.8,Field Sales
SO-688647,C0434,KOL001,2021-07-09,2021-07-17,Delivered,Net 15,238400,66752.0,305152.0,Counter Sale
SO-937273,C0068,DEL001,2019-10-20,2019-10-22,Cancelled,Advance,691490,189543.2,881033.2,Online
SO-818455,C0446,HYD001,2024-03-13,2024-03-18,Delivered,Advance,3092500,865900.0000000001,3958400.0,Field Sales
SO-799328,C0139,AHM001,2024-07-16,2024-07-25,Delivered,Net 15,299570,80452.6,380022.6,Online
SO-935305,C0206,PUN001,2024-07-24,2024-08-07,Delivered,Advance,2453700,685151.0000000001,3138851.0,Field Sales
SO-945002,C0499,PUN001,2023-09-24,2023-09-29,Delivered,Advance,616180,166192.40000000002,782372.4,Online
SO-572839,C0064,KOL001,2022-03-03,2022-03-09,Cancelled,Net 45,4975740,1392103.2000000002,6367843.2,Counter Sale
SO-875032,C0405,PUN001,2022-04-22,2022-05-06,Delivered,Net 30,816980,221226.4,1038206.4,Online
SO-949025,C0166,AHM001,2020-08-07,2020-08-11,Delivered,Net 60,2206990,607198.2000000001,2814188.2,Field Sales
SO-871488,C0223,AHM001,2019-08-11,2019-08-19,Delivered,Advance,866100,231518.00000000003,1097618.0,Field Sales
SO-774875,C0116,DEL001,2024-06-29,2024-07-08,Delivered,Net 45,2471790,688432.2000000001,3160222.2,Dealer Network
SO-908133,C0436,KOL001,2021-04-10,2021-04-25,Delivered,Net 30,4060,730.8,4790.8,Counter Sale
SO-337747,C0436,KOL001,2022-09-04,2022-09-05,Cancelled,Net 30,685450,183676.00000000003,869126.0,Dealer Network
SO-527632,C0401,DEL001,2023-01-21,2023-02-01,Delivered,Net 60,2100660,579438.8,2680098.8,Online
SO-466695,C0354,HYD001,2024-06-07,2024-06-20,Delivered,Advance,797400,217777.00000000003,1015177.0,Online
SO-494080,C0253,PUN001,2020-08-15,2020-08-28,Delivered,Net 60,1127850,292598.0,1420448.0,Dealer Network
SO-548623,C0464,AHM001,2019-11-27,2019-11-29,Delivered,Net 45,326930,85797.4,412727.4,Dealer Network
SO-697636,C0081,HYD001,2021-01-15,2021-01-20,Delivered,Net 15,2590420,716380.6000000001,3306800.6,Field Sales
SO-703481,C0304,DEL001,2019-11-20,2019-12-04,Cancelled,Net 60,2284300,638564.0000000001,2922864.0,Counter Sale
SO-223749,C0346,HYD001,2020-11-18,2020-11-24,Delivered,Advance,314150,87212.00000000001,401362.0,Counter Sale
SO-987602,C0115,KOL001,2023-10-13,2023-10-15,Delivered,Net 30,4600,828.0,5428.0,Counter Sale
SO-896756,C0034,PUN001,2023-12-01,2023-12-10,Delivered,Net 15,1419500,397460.00000000006,1816960.0,Dealer Network
SO-377145,C0007,PUN001,2023-03-02,2023-03-15,Delivered,Net 45,2390550,650199.0000000001,3040749.0,Counter Sale
SO-954110,C0231,PUN001,2024-09-15,2024-09-23,Delivered,Net 15,972220,268549.60000000003,1240769.6,Counter Sale
SO-155563,C0071,KOL001,2019-07-29,2019-08-11,Delivered,Net 45,1654640,458555.20000000007,2113195.2,Counter Sale
SO-301945,C0105,DEL001,2023-09-14,2023-09-18,Delivered,Net 60,68040,12247.2,80287.2,Dealer Network
SO-673150,C0083,DEL001,2021-01-23,2021-01-31,Delivered,Net 45,3011380,832328.4000000001,3843708.4,Counter Sale
SO-764177,C0324,CHN001,2021-04-10,2021-04-19,Delivered,Net 45,2112300,588834.0,2701134.0,Counter Sale
SO-276701,C0155,KOL001,2021-01-04,2021-01-08,Delivered,Net 30,943190,263504.2,1206694.2,Field Sales
SO-127671,C0146,AHM001,2022-05-19,2022-05-28,Delivered,Net 60,1673580,451929.4,2125509.4,Counter Sale
SO-429328,C0244,KOL001,2022-03-01,2022-03-16,Delivered,Net 60,2161810,586305.8,2748115.8,Online
SO-437635,C0083,DEL001,2021-03-05,2021-03-20,Delivered,Net 45,1959570,545137.6000000001,2504707.6,Dealer Network
SO-412183,C0369,PUN001,2019-01-26,2019-02-03,Delivered,Net 15,79000,14220.0,93220.0,Online
SO-704682,C0020,KOL001,2019-06-25,2019-07-08,Delivered,Advance,423840,117216.2,541056.2,Field Sales
SO-394793,C0289,HYD001,2020-11-19,2020-11-22,Delivered,Net 15,1328900,354252.00000000006,1683152.0,Counter Sale
SO-736100,C0076,CHN001,2022-05-28,2022-05-30,Cancelled,Advance,3160540,871202.2000000001,4031742.2,Counter Sale
SO-155281,C0288,DEL001,2021-12-02,2021-12-17,Delivered,Net 30,739850,198533.00000000003,938383.0,Field Sales
SO-507571,C0438,KOL001,2023-05-30,2023-06-02,Delivered,Net 30,2618100,732618.0000000001,3350718.0,Field Sales
SO-388096,C0215,CHN001,2019-05-21,2019-05-29,Delivered,Net 15,5580,1004.4,6584.4,Dealer Network
SO-529721,C0320,DEL001,2024-12-22,2025-01-05,Delivered,Net 60,26250,5755.0,32005.0,Field Sales
SO-545483,C0238,CHN001,2019-05-03,2019-05-18,Delivered,Net 15,14700,4116.0,18816.0,Dealer Network
SO-994464,C0113,CHN001,2019-03-28,2019-04-03,Delivered,Advance,899900,247742.00000000003,1147642.0,Online
SO-990172,C0487,DEL001,2022-09-16,2022-09-28,Delivered,Net 15,2418950,669996.0000000001,3088946.0,Dealer Network
SO-395778,C0196,KOL001,2019-02-28,2019-03-01,Delivered,Net 60,1432550,399229.00000000006,1831779.0,Field Sales
SO-727554,C0037,PUN001,2019-06-12,2019-06-17,Delivered,Advance,1086820,304247.60000000003,1391067.6,Counter Sale
SO-480290,C0269,CHN001,2023-04-29,2023-05-11,Delivered,Net 15,1251030,346015.4,1597045.4,Online
SO-165738,C0259,CHN001,2023-10-16,2023-10-23,Delivered,Net 15,218830,51219.4,270049.4,Counter Sale
SO-380311,C0440,HYD001,2019-01-29,2019-02-11,Delivered,Net 30,451080,124619.4,575699.4,Online
SO-582212,C0344,CHN001,2023-04-12,2023-04-19,Delivered,Net 30,1355780,377520.4,1733300.4,Field Sales
SO-979849,C0023,CHN001,2019-05-10,2019-05-22,Cancelled,Net 15,925040,258907.20000000004,1183947.2,Dealer Network
SO-519176,C0410,HYD001,2020-12-27,2021-01-04,Delivered,Net 30,1308140,362055.20000000007,1670195.2,Counter Sale
SO-625497,C0004,CHN001,2021-02-14,2021-03-01,Delivered,Net 30,2461800,689304.0,3151104.0,Field Sales
SO-798867,C0479,KOL001,2020-05-06,2020-05-19,Delivered,Net 45,2148850,590953.0000000001,2739803.0,Online
SO-353213,C0319,KOL001,2020-07-09,2020-07-23,Delivered,Net 30,782200,216551.00000000003,998751.0,Online
SO-901346,C0315,AHM001,2023-03-29,2023-04-07,Delivered,Net 45,1067250,294295.0,1361545.0,Dealer Network
SO-516025,C0444,CHN001,2019-05-21,2019-05-30,Delivered,Net 30,367500,102900.0,470400.0,Dealer Network
SO-670688,C0334,CHN001,2021-12-05,2021-12-07,Delivered,Net 15,5000,900.0,5900.0,Dealer Network
SO-689267,C0294,HYD001,2023-03-22,2023-03-23,Delivered,Net 45,102670,24395.6,127065.6,Counter Sale
SO-467570,C0041,HYD001,2019-04-28,2019-05-04,Delivered,Net 60,1298250,346655.00000000006,1644905.0,Counter Sale
SO-220407,C0200,DEL001,2024-07-31,2024-08-06,Delivered,Net 45,183100,51268.0,234368.0,Online
SO-519521,C0033,CHN001,2020-09-21,2020-09-24,Cancelled,Net 60,2658100,743648.0000000001,3401748.0,Field Sales
SO-250674,C0027,AHM001,2019-04-22,2019-04-28,Delivered,Net 45,838760,234486.8,1073246.8,Field Sales
SO-755082,C0356,DEL001,2020-12-16,2020-12-30,Delivered,Net 45,1920900,537852.0000000001,2458752.0,Dealer Network
SO-481893,C0445,KOL001,2022-11-06,2022-11-17,Delivered,Net 60,1795750,485795.00000000006,2281545.0,Field Sales
SO-166357,C0288,DEL001,2019-08-06,2019-08-20,Delivered,Net 30,552520,151193.6,703713.6,Counter Sale
SO-109777,C0317,HYD001,2020-08-06,2020-08-12,Delivered,Net 60,1401740,357263.20000000007,1759003.2,Dealer Network
SO-249122,C0012,CHN001,2020-01-31,2020-02-14,Delivered,Advance,55200,14836.000000000002,70036.0,Online
SO-610726,C0346,HYD001,2023-02-14,2023-02-23,Delivered,Advance,1497200,412781.00000000006,1909981.0,Dealer Network
SO-773563,C0453,CHN001,2023-05-23,2023-06-04,Delivered,Net 30,1966660,543638.8,2510298.8,Online
SO-463060,C0427,HYD001,2019-02-07,2019-02-16,Delivered,Net 60,1540300,427224.00000000006,1967524.0,Field Sales
SO-695738,C0485,PUN001,2022-01-27,2022-02-02,Cancelled,Net 60,175800,46854.00000000001,222654.0,Counter Sale
SO-700464,C0454,PUN001,2020-07-14,2020-07-20,Delivered,Net 15,270650,74342.0,344992.0,Field Sales
SO-582657,C0060,HYD001,2023-06-02,2023-06-16,Delivered,Net 60,1886460,527222.8,2413682.8,Field Sales
SO-147704,C0045,KOL001,2023-12-13,2023-12-27,Delivered,Net 60,3685860,1015919.8000000002,4701779.8,Field Sales
SO-662778,C0473,CHN001,2020-05-04,2020-05-17,Delivered,Net 45,202800,56784.00000000001,259584.0,Field Sales
SO-117074,C0255,CHN001,2019-12-04,2019-12-13,Delivered,Net 15,540800,151424.0,692224.0,Field Sales
SO-832126,C0275,AHM001,2024-08-13,2024-08-25,Delivered,Net 15,1970120,542781.6,2512901.6,Counter Sale
SO-838179,C0004,CHN001,2019-03-21,2019-03-27,Delivered,Net 30,1335910,369568.8,1705478.8,Online
SO-416117,C0472,CHN001,2021-01-16,2021-01-28,Delivered,Net 45,2278900,617632.0,2896532.0,Online
SO-272341,C0159,CHN001,2022-05-20,2022-05-24,Delivered,Net 45,1813050,500149.00000000006,2313199.0,Online
SO-944856,C0223,AHM001,2022-02-20,2022-03-03,Delivered,Advance,4030,725.4,4755.4,Dealer Network
SO-237318,C0207,KOL001,2022-06-23,2022-06-25,Delivered,Net 30,944200,261431.0000000001,1205631.0,Online
SO-494259,C0430,KOL001,2023-07-06,2023-07-18,Delivered,Net 15,1295410,354573.8,1649983.8,Field Sales
SO-552404,C0429,AHM001,2020-03-06,2020-03-19,Delivered,Net 45,1295250,362525.0,1657775.0,Dealer Network
SO-999270,C0094,PUN001,2021-04-28,2021-05-10,Delivered,Advance,569850,157623.00000000003,727473.0,Counter Sale
SO-284690,C0033,CHN001,2021-08-02,2021-08-12,Delivered,Net 60,292800,81984.0,374784.0,Dealer Network
SO-858139,C0386,DEL001,2022-08-24,2022-08-25,Delivered,Net 30,100350,22963.0,123313.0,Field Sales
SO-638338,C0438,KOL001,2019-09-16,2019-09-27,Delivered,Net 30,1984940,547319.2000000001,2532259.2,Field Sales
SO-508920,C0260,HYD001,2019-12-24,2020-01-05,Delivered,Net 45,1692540,454147.20000000007,2146687.2,Field Sales
SO-538396,C0209,CHN001,2022-11-16,2022-11-18,Delivered,Advance,1556950,407381.00000000006,1964331.0,Online
SO-845735,C0251,CHN001,2022-05-31,2022-06-07,Delivered,Advance,972830,271989.4,1244819.4,Online
SO-307860,C0371,HYD001,2020-09-22,2020-10-05,Delivered,Net 15,40280,7250.4,47530.4,Field Sales
SO-372437,C0467,DEL001,2021-11-02,2021-11-16,Delivered,Net 15,489300,134044.0,623344.0,Online
SO-407490,C0252,CHN001,2021-10-17,2021-10-21,Delivered,Net 45,1321550,370034.0,1691584.0,Dealer Network
SO-906021,C0392,KOL001,2024-12-12,2024-12-19,Delivered,Net 60,55420,14875.600000000002,70295.6,Field Sales
SO-578169,C0096,CHN001,2023-03-27,2023-04-08,Delivered,Net 15,1557600,435318.00000000006,1992918.0,Counter Sale
SO-332702,C0426,KOL001,2023-06-28,2023-07-09,Delivered,Net 45,1858820,503017.6,2361837.6,Online
SO-997259,C0261,DEL001,2024-12-06,2024-12-15,Delivered,Advance,1362400,373187.00000000006,1735587.0,Online
SO-833576,C0238,CHN001,2020-08-16,2020-08-28,Delivered,Net 15,1404540,377022.2,1781562.2,Online
SO-183524,C0344,CHN001,2020-08-15,2020-08-26,Delivered,Net 30,937550,253324.00000000003,1190874.0,Field Sales
SO-901363,C0282,KOL001,2023-08-16,2023-08-18,Delivered,Advance,770150,214147.00000000003,984297.0,Online
SO-668237,C0206,PUN001,2023-02-16,2023-03-01,Delivered,Advance,853210,235152.80000000005,1088362.8,Field Sales
SO-121806,C0190,CHN001,2019-10-30,2019-11-05,Delivered,Net 60,2230500,624540.0000000001,2855040.0,Dealer Network
SO-299954,C0113,CHN001,2019-03-19,2019-03-22,Delivered,Advance,146930,40167.40000000001,187097.4,Online
SO-300862,C0473,CHN001,2021-04-08,2021-04-22,Delivered,Net 45,134100,37548.0,171648.0,Counter Sale
SO-843371,C0011,KOL001,2021-04-20,2021-05-03,Delivered,Net 60,1129420,311915.60000000003,1441335.6,Counter Sale
SO-994461,C0192,DEL001,2022-04-29,2022-04-30,Delivered,Net 45,3038700,845606.0000000001,3884306.0,Online
SO-312600,C0122,KOL001,2021-05-27,2021-05-28,Delivered,Advance,2412830,662489.4000000001,3075319.4,Field Sales
SO-748264,C0407,HYD001,2020-10-18,2020-10-21,Delivered,Net 45,569560,151810.80000000002,721370.8,Counter Sale
SO-848783,C0495,AHM001,2023-11-17,2023-11-30,Delivered,Net 45,853000,237550.00000000003,1090550.0,Dealer Network
SO-496670,C0381,CHN001,2024-03-05,2024-03-11,Delivered,Advance,949680,256312.4,1205992.4,Counter Sale
SO-622336,C0432,HYD001,2021-07-03,2021-07-14,Delivered,Net 30,1599600,445368.0,2044968.0,Field Sales
SO-783253,C0170,HYD001,2019-06-14,2019-06-15,Delivered,Net 30,401600,112448.0,514048.0,Counter Sale
SO-726652,C0054,CHN001,2022-10-17,2022-10-18,Delivered,Net 15,149280,40430.4,189710.4,Online
SO-808918,C0360,AHM001,2020-03-10,2020-03-19,Delivered,Net 45,268200,75096.0,343296.0,Online
SO-120358,C0025,PUN001,2022-10-07,2022-10-20,Delivered,Net 45,1635120,452861.6000000001,2087981.6,Dealer Network
SO-154756,C0215,CHN001,2024-01-27,2024-02-04,Delivered,Net 15,202800,56784.00000000001,259584.0,Online
SO-294324,C0119,DEL001,2019-06-01,2019-06-06,Delivered,Net 60,1478850,412008.00000000006,1890858.0,Online
SO-837539,C0193,CHN001,2019-07-11,2019-07-12,Delivered,Advance,2250,405.0,2655.0,Dealer Network
SO-338272,C0479,KOL001,2021-11-17,2021-11-20,Delivered,Net 45,2450,686.0000000000001,3136.0,Counter Sale
SO-289282,C0125,HYD001,2023-02-05,2023-02-12,Delivered,Advance,634060,176680.80000000002,810740.8,Counter Sale
SO-978408,C0294,HYD001,2019-10-08,2019-10-12,Delivered,Net 45,667900,185632.00000000003,853532.0,Online
SO-215229,C0446,HYD001,2022-08-06,2022-08-10,Delivered,Advance,819370,227191.60000000003,1046561.6,Counter Sale
SO-396853,C0500,KOL001,2019-01-19,2019-01-25,Delivered,Net 30,1684260,470896.8000000001,2155156.8,Field Sales
SO-430027,C0483,DEL001,2022-01-10,2022-01-24,Delivered,Advance,802380,224028.4,1026408.4,Counter Sale
SO-404489,C0414,CHN001,2019-08-21,2019-09-05,Delivered,Net 30,3171420,873475.6000000001,4044895.6,Online
SO-155559,C0499,PUN001,2024-06-30,2024-07-14,Delivered,Advance,930,167.4,1097.4,Dealer Network
SO-588155,C0039,HYD001,2024-11-28,2024-11-29,Delivered,Net 30,445900,103152.0,549052.0,Counter Sale
SO-592934,C0041,HYD001,2024-05-14,2024-05-26,Cancelled,Net 60,4949230,1376171.4,6325401.399999999,Online
SO-112050,C0010,CHN001,2022-01-27,2022-02-11,Delivered,Net 30,221030,56265.40000000001,277295.4,Counter Sale
SO-959846,C0414,CHN001,2024-11-24,2024-11-28,Delivered,Net 30,4718580,1319894.4,6038474.4,Online
SO-530168,C0254,AHM001,2021-12-29,2021-12-30,Cancelled,Advance,1016600,284168.0,1300768.0,Dealer Network
SO-253164,C0483,DEL001,2019-08-05,2019-08-10,Delivered,Advance,3811830,1060899.4,4872729.4,Counter Sale
SO-470485,C0368,CHN001,2020-07-17,2020-07-22,Delivered,Advance,1171920,314575.60000000003,1486495.6,Field Sales
SO-293861,C0281,KOL001,2021-01-13,2021-01-28,Delivered,Net 60,3363160,923723.8,4286883.8,Online
SO-682375,C0450,KOL001,2023-02-16,2023-02-17,Delivered,Advance,302900,84812.0,387712.0,Field Sales
SO-555498,C0102,KOL001,2019-12-09,2019-12-19,Delivered,Net 60,3206300,887704.0000000001,4094004.0,Field Sales
SO-676288,C0196,KOL001,2023-11-14,2023-11-19,Cancelled,Net 60,146900,41132.00000000001,188032.0,Online
SO-722763,C0240,HYD001,2023-12-14,2023-12-20,Delivered,Net 30,2064200,574461.0,2638661.0,Dealer Network
SO-701399,C0043,CHN001,2023-05-10,2023-05-17,Delivered,Net 30,17250,3105.0,20355.0,Dealer Network
SO-573290,C0083,DEL001,2023-03-09,2023-03-21,Delivered,Net 45,1950700,535881.0,2486581.0,Online
SO-860866,C0006,AHM001,2019-09-26,2019-10-01,Delivered,Net 60,4494080,1251709.4,5745789.4,Online
SO-653282,C0024,CHN001,2023-01-01,2023-01-05,Delivered,Net 60,86450,24206.000000000004,110656.0,Counter Sale
SO-292972,C0350,AHM001,2022-10-16,2022-10-26,Delivered,Net 45,249320,58287.6,307607.6,Online
SO-412511,C0166,AHM001,2024-02-13,2024-02-24,Delivered,Net 60,733060,199990.8,933050.8,Counter Sale
SO-344071,C0109,CHN001,2019-06-02,2019-06-13,Delivered,Net 15,398000,111440.0,509440.0,Field Sales
SO-783192,C0027,AHM001,2019-09-03,2019-09-15,Delivered,Net 45,2085570,566662.6000000001,2652232.6,Field Sales
SO-155942,C0257,DEL001,2024-03-31,2024-04-09,Delivered,Net 45,1104340,283076.2,1387416.2,Online
SO-427347,C0021,HYD001,2021-03-12,2021-03-22,Delivered,Net 15,375040,104257.2,479297.2,Field Sales
SO-217868,C0285,PUN001,2022-10-12,2022-10-20,Delivered,Net 15,497950,128331.0,626281.0,Dealer Network
SO-242405,C0176,CHN001,2020-01-18,2020-01-20,Delivered,Net 15,622270,171158.6,793428.6,Counter Sale
SO-153865,C0288,DEL001,2021-04-16,2021-04-30,Delivered,Net 30,1156000,323680.0,1479680.0,Online
SO-700089,C0063,DEL001,2020-11-22,2020-11-29,Delivered,Advance,1524150,406617.00000000006,1930767.0,Counter Sale
SO-469460,C0461,DEL001,2022-10-15,2022-10-28,Delivered,Net 45,548650,128517.0,677167.0,Field Sales
SO-789439,C0093,CHN001,2022-08-12,2022-08-24,Delivered,Advance,3110490,866943.2000000001,3977433.2,Dealer Network
SO-289170,C0039,HYD001,2019-04-17,2019-04-25,Delivered,Net 30,3387190,944644.2,4331834.2,Counter Sale
SO-803764,C0035,CHN001,2019-03-30,2019-03-31,Cancelled,Net 60,174500,48860.00000000001,223360.0,Dealer Network
SO-912745,C0388,PUN001,2024-10-09,2024-10-20,Cancelled,Advance,433020,112983.6,546003.6,Field Sales
SO-990474,C0489,CHN001,2023-08-01,2023-08-12,Delivered,Net 30,469390,115985.2,585375.2,Field Sales
SO-638078,C0416,CHN001,2023-04-04,2023-04-09,Delivered,Net 30,649200,178286.00000000003,827486.0,Field Sales
SO-248128,C0002,HYD001,2019-02-04,2019-02-17,Delivered,Advance,1920,345.6,2265.6,Field Sales
SO-230272,C0374,PUN001,2023-03-27,2023-04-09,Delivered,Net 30,5620,1011.6,6631.6,Dealer Network
SO-660501,C0384,CHN001,2023-12-14,2023-12-22,Delivered,Net 45,1807640,501325.20000000007,2308965.2,Dealer Network
SO-802393,C0159,CHN001,2023-04-27,2023-04-29,Delivered,Net 45,1023470,268609.60000000003,1292079.6,Dealer Network
SO-674266,C0466,DEL001,2021-01-26,2021-01-28,Delivered,Advance,856750,219390.00000000003,1076140.0,Field Sales
SO-598325,C0181,PUN001,2020-01-10,2020-01-19,Delivered,Net 30,1999840,533451.2000000001,2533291.2,Field Sales
SO-798568,C0496,PUN001,2019-08-16,2019-08-29,Delivered,Net 15,2900,522.0,3422.0,Field Sales
SO-374815,C0379,CHN001,2023-06-29,2023-07-10,Delivered,Advance,1968050,545089.0,2513139.0,Counter Sale
SO-498198,C0393,KOL001,2021-05-28,2021-06-10,Delivered,Net 15,2262160,624228.8,2886388.8,Online
SO-681757,C0423,DEL001,2020-10-02,2020-10-16,Delivered,Net 60,2629180,728482.4000000001,3357662.4,Dealer Network
SO-995096,C0186,KOL001,2023-06-10,2023-06-18,Cancelled,Net 30,3599670,1001680.6,4601350.6,Dealer Network
SO-159575,C0012,CHN001,2022-11-09,2022-11-22,Delivered,Advance,1309050,366389.00000000006,1675439.0,Counter Sale
SO-479886,C0300,DEL001,2021-10-03,2021-10-17,Delivered,Net 15,616230,168846.40000000002,785076.4,Online
SO-135676,C0486,PUN001,2024-06-21,2024-06-23,Delivered,Advance,1808300,492254.0000000001,2300554.0,Online
SO-701660,C0175,KOL001,2023-04-15,2023-04-20,Delivered,Advance,797700,221776.0,1019476.0,Field Sales
SO-858964,C0285,PUN001,2019-06-04,2019-06-09,Delivered,Net 15,68640,19115.2,87755.2,Counter Sale
SO-872074,C0025,PUN001,2020-08-09,2020-08-10,Delivered,Net 45,740430,197127.4,937557.4,Counter Sale
SO-958636,C0381,CHN001,2020-07-26,2020-08-10,Delivered,Advance,237900,66612.0,304512.0,Online
SO-499310,C0312,PUN001,2020-08-12,2020-08-23,Delivered,Net 45,3062350,853928.0000000001,3916278.0,Online
SO-765575,C0216,KOL001,2022-07-28,2022-07-30,Delivered,Advance,1446520,400563.6,1847083.6,Online
SO-423532,C0054,CHN001,2023-08-18,2023-08-30,Delivered,Net 15,3882490,1079528.2000000002,4962018.2,Online
SO-584936,C0156,CHN001,2024-01-10,2024-01-22,Cancelled,Net 15,3480,626.4,4106.4,Counter Sale
SO-164073,C0488,CHN001,2022-04-07,2022-04-12,Delivered,Advance,1632170,456215.6,2088385.6,Counter Sale
SO-123684,C0401,DEL001,2023-04-18,2023-04-26,Delivered,Net 60,747550,202359.00000000003,949909.0,Dealer Network
SO-792737,C0347,DEL001,2021-12-13,2021-12-14,Delivered,Net 45,502240,140503.2,642743.2,Online
SO-340256,C0028,PUN001,2019-08-11,2019-08-17,Delivered,Net 45,2562100,715248.0000000001,3277348.0,Counter Sale
SO-533405,C0194,CHN001,2024-06-06,2024-06-14,Delivered,Net 60,1823200,509806.00000000006,2333006.0,Counter Sale
SO-989103,C0035,CHN001,2020-10-06,2020-10-11,Delivered,Net 60,1377010,382981.8,1759991.8,Online
SO-466139,C0393,KOL001,2022-04-04,2022-04-16,Delivered,Net 15,55300,9954.0,65254.0,Counter Sale
SO-919692,C0224,KOL001,2022-10-18,2022-10-25,Delivered,Net 60,4770100,1328978.0000000002,6099078.0,Field Sales
SO-588530,C0295,KOL001,2022-01-03,2022-01-09,Delivered,Net 45,380550,98844.0,479394.0,Dealer Network
SO-605462,C0433,AHM001,2020-03-30,2020-04-07,Delivered,Net 60,1045850,265428.00000000006,1311278.0,Dealer Network
SO-636530,C0070,AHM001,2019-06-14,2019-06-28,Delivered,Net 30,191100,47073.0,238173.0,Field Sales
SO-943260,C0070,AHM001,2024-12-20,2024-12-31,Delivered,Net 30,5098040,1426527.2000000002,6524567.2,Field Sales
SO-958655,C0143,CHN001,2020-02-01,2020-02-08,Delivered,Net 45,1953700,535686.0000000001,2489386.0,Online
SO-380446,C0222,DEL001,2024-10-12,2024-10-13,Delivered,Net 30,8700,1566.0,10266.0,Field Sales
SO-771381,C0227,KOL001,2023-12-09,2023-12-15,Delivered,Advance,739200,192756.00000000003,931956.0,Field Sales
SO-372253,C0221,DEL001,2022-11-11,2022-11-14,Delivered,Net 45,167350,40263.0,207613.0,Online
SO-167295,C0450,KOL001,2023-10-26,2023-11-03,Delivered,Advance,475450,130951.0,606401.0,Counter Sale
SO-167729,C0333,HYD001,2022-06-10,2022-06-14,Delivered,Net 15,1583160,436448.8000000001,2019608.8,Field Sales
SO-303385,C0412,KOL001,2022-02-20,2022-03-07,Delivered,Net 45,1033230,270791.4,1304021.4,Online
SO-766810,C0160,AHM001,2021-03-12,2021-03-13,Delivered,Advance,1552250,429460.0,1981710.0,Dealer Network
SO-624163,C0085,CHN001,2023-05-22,2023-05-24,Delivered,Net 45,925430,253557.4,1178987.4,Dealer Network
SO-825253,C0187,CHN001,2019-05-27,2019-06-08,Delivered,Net 60,3470700,964711.0,4435411.0,Dealer Network
SO-981845,C0345,PUN001,2021-02-15,2021-03-02,Delivered,Net 30,664420,183215.60000000003,847635.6,Online
SO-815685,C0060,HYD001,2022-12-08,2022-12-12,Delivered,Net 60,2745090,760916.2000000001,3506006.2,Field Sales
SO-222868,C0264,PUN001,2020-05-28,2020-06-07,Delivered,Net 60,917700,256956.0,1174656.0,Counter Sale
SO-370743,C0127,KOL001,2020-01-03,2020-01-16,Delivered,Net 45,1332010,348501.80000000005,1680511.8,Online
SO-807699,C0341,DEL001,2021-06-24,2021-07-04,Delivered,Net 45,1800830,491029.4,2291859.4,Dealer Network
SO-386241,C0063,DEL001,2019-08-22,2019-09-05,Delivered,Advance,707470,193654.60000000003,901124.6,Online
SO-939003,C0123,KOL001,2021-04-11,2021-04-19,Delivered,Net 30,2407450,673426.0000000001,3080876.0,Online
SO-341951,C0358,PUN001,2019-06-05,2019-06-16,Delivered,Net 15,707210,194147.8,901357.8,Online
SO-937610,C0473,CHN001,2024-08-02,2024-08-17,Delivered,Net 45,51960,13732.8,65692.8,Counter Sale
SO-876520,C0316,KOL001,2022-12-16,2022-12-22,Delivered,Net 45,723580,197569.4,921149.4,Field Sales
SO-527778,C0346,HYD001,2024-02-02,2024-02-13,Delivered,Advance,2640100,739228.0000000001,3379328.0,Dealer Network
SO-413687,C0213,PUN001,2024-07-27,2024-08-05,Delivered,Net 15,2242050,618529.0000000001,2860579.0,Online
SO-898309,C0139,AHM001,2022-10-06,2022-10-21,Delivered,Net 15,538750,137505.0,676255.0,Dealer Network
SO-701043,C0192,DEL001,2023-06-06,2023-06-17,Delivered,Net 45,1223750,339185.0,1562935.0,Counter Sale
SO-915517,C0341,DEL001,2022-08-08,2022-08-23,Delivered,Net 45,526500,147420.0,673920.0,Online
SO-916879,C0194,CHN001,2021-09-13,2021-09-19,Cancelled,Net 60,720800,181729.0,902529.0,Field Sales
SO-568912,C0379,CHN001,2023-12-09,2023-12-12,Delivered,Advance,23110,4159.8,27269.8,Field Sales
SO-774562,C0004,CHN001,2023-01-31,2023-02-01,Delivered,Net 30,2091360,578459.8,2669819.8,Counter Sale
SO-990883,C0105,DEL001,2020-02-23,2020-02-28,Delivered,Net 60,992350,247738.00000000003,1240088.0,Counter Sale
SO-716122,C0391,AHM001,2023-08-13,2023-08-24,Delivered,Net 60,294150,78062.00000000001,372212.0,Online
SO-552977,C0423,DEL001,2023-11-11,2023-11-17,Cancelled,Net 60,2706000,757680.0000000001,3463680.0,Field Sales
SO-243137,C0244,KOL001,2023-05-11,2023-05-24,Delivered,Net 60,4718050,1321054.0000000002,6039104.0,Dealer Network
SO-209546,C0488,CHN001,2019-05-03,2019-05-06,Delivered,Advance,1064640,296055.2,1360695.2,Counter Sale
SO-590313,C0426,KOL001,2024-06-22,2024-06-30,Delivered,Net 45,136660,32203.800000000003,168863.8,Field Sales
