payment_uid,payment_id,invoice_id,payment_date,payment_amount,payment_method,invoice_id_ambiguous
PAYUID-015702,PAY-497911,INV-767858,2021-03-28,2450771.38,Credit Card,False
PAYUID-015703,PAY-798339,INV-767858,2021-03-25,3869676.62,Cash,False
PAYUID-015704,PAY-730012,INV-392112,2020-06-08,3985443.0,UPI,False
PAYUID-015705,PAY-541242,INV-139821,2022-11-18,270266.07,UPI,False
PAYUID-015706,PAY-551027,INV-139821,2022-11-03,904807.93,Credit Card,False
PAYUID-015707,PAY-908283,INV-377120,2022-06-07,1039141.69,Cash,False
PAYUID-015708,PAY-168461,INV-377120,2022-05-18,558266.41,Credit Card,False
PAYUID-015709,PAY-149284,INV-377120,2022-07-04,444567.3,UPI,False
PAYUID-015710,PAY-792336,INV-288660,2022-04-08,3557393.47,Cash,False
PAYUID-015711,PAY-478695,INV-366631,2019-07-30,342054.61,Bank Transfer,False
PAYUID-015712,PAY-962881,INV-739614,2025-01-03,56749.6,Bank Transfer,False
PAYUID-015713,PAY-115670,INV-535476,2024-10-07,223755.85,UPI,False
PAYUID-015714,PAY-538247,INV-589127,2024-06-23,987782.0,UPI,False
PAYUID-015715,PAY-768917,INV-466306,2019-06-29,658624.0,Cash,False
PAYUID-015716,PAY-856860,INV-990960,2024-10-13,562344.0,Credit Card,False
PAYUID-015717,PAY-361197,INV-705184,2022-05-23,1026077.6,Bank Transfer,False
PAYUID-015718,PAY-533938,INV-886517,2023-06-22,135038.04,Credit Card,False
PAYUID-015719,PAY-347584,INV-886517,2023-06-02,1955201.96,Cash,False
PAYUID-015720,PAY-661474,INV-715149,2024-04-25,2069986.6,Bank Transfer,False
PAYUID-015721,PAY-290900,INV-148915,2021-03-02,1227.2,Cheque,False
PAYUID-015722,PAY-587408,INV-720666,2022-08-05,1931040.0,Credit Card,False
PAYUID-015723,PAY-586648,INV-645100,2019-03-20,9499.0,Cash,False
PAYUID-015724,PAY-785219,INV-436375,2024-11-19,102591.04,Cheque,False
PAYUID-015725,PAY-363795,INV-471081,2022-05-05,1186538.0,Cash,False
PAYUID-015726,PAY-208229,INV-395150,2024-06-23,168179.01,Cheque,False
PAYUID-015727,PAY-521131,INV-372428,2021-10-24,2653467.6,Bank Transfer,False
PAYUID-015728,PAY-778217,INV-997237,2019-11-02,1660030.21,UPI,False
PAYUID-015729,PAY-522269,INV-997237,2019-09-22,2816942.59,Cheque,False
PAYUID-015730,PAY-933507,INV-914745,2020-02-11,3590539.6,Cash,False
PAYUID-015731,PAY-914133,INV-664373,2019-12-31,3572250.4,Bank Transfer,False
PAYUID-015732,PAY-214441,INV-605146,2021-09-28,13184.0,Credit Card,False
PAYUID-015733,PAY-173419,INV-172560,2023-07-29,515186.47,Bank Transfer,False
PAYUID-015734,PAY-189579,INV-172560,2023-07-22,213846.33,Bank Transfer,False
PAYUID-015735,PAY-615378,INV-823483,2020-04-01,675370.6,Cash,False
PAYUID-015736,PAY-585271,INV-846385,2024-11-30,454698.4,Cash,False
PAYUID-015737,PAY-489363,INV-134655,2019-05-16,1768889.0,UPI,True
PAYUID-015738,PAY-875436,INV-571276,2020-07-22,8897.2,UPI,False
PAYUID-015739,PAY-850657,INV-909149,2020-01-11,1433926.0,Credit Card,False
PAYUID-015740,PAY-368077,INV-367590,2024-03-08,15466.48,UPI,False
PAYUID-015741,PAY-417324,INV-823910,2022-08-15,332894.2,Cash,False
PAYUID-015742,PAY-576462,INV-592044,2019-02-12,94181.0,Cheque,False
PAYUID-015743,PAY-949391,INV-980463,2023-11-30,37111.91,Credit Card,False
PAYUID-015744,PAY-330307,INV-532053,2022-01-14,378239.0,Bank Transfer,False
PAYUID-015745,PAY-796749,INV-566592,2020-09-18,147001.0,UPI,False
PAYUID-015746,PAY-481359,INV-552877,2019-07-22,684641.6,Cheque,False
PAYUID-015747,PAY-521618,INV-545524,2022-07-14,4853425.0,Credit Card,True
PAYUID-015748,PAY-855816,INV-747341,2020-05-23,1837308.0,UPI,False
PAYUID-015749,PAY-750488,INV-754381,2024-03-20,2478734.0,UPI,False
PAYUID-015750,PAY-425345,INV-242426,2019-04-20,1429502.0,UPI,False
PAYUID-015751,PAY-274830,INV-554892,2022-12-15,1496035.2,Bank Transfer,False
PAYUID-015752,PAY-373277,INV-486098,2023-12-20,805841.6,Cheque,False
PAYUID-015753,PAY-238341,INV-936558,2022-09-03,1462781.67,Cheque,False
PAYUID-015754,PAY-491105,INV-936558,2022-08-30,813785.33,Credit Card,False
PAYUID-015755,PAY-193890,INV-342515,2020-09-28,272214.85,Cash,False
PAYUID-015756,PAY-676241,INV-464890,2019-10-26,1599440.8,Bank Transfer,False
PAYUID-015757,PAY-149724,INV-319030,2020-10-16,11800.0,Cash,False
PAYUID-015758,PAY-422984,INV-155450,2024-04-10,40768.0,Credit Card,False
PAYUID-015759,PAY-896384,INV-757720,2022-07-04,2630312.0,UPI,False
PAYUID-015760,PAY-502831,INV-477483,2019-11-14,523836.45,Cheque,False
PAYUID-015761,PAY-377355,INV-143733,2019-05-05,1344384.6,Cheque,False
PAYUID-015762,PAY-346906,INV-328196,2021-10-06,2238498.4,Cash,False
PAYUID-015763,PAY-386958,INV-540354,2020-08-15,1634851.69,Credit Card,False
PAYUID-015764,PAY-359410,INV-776263,2019-11-02,285477.93,Cash,False
PAYUID-015765,PAY-211288,INV-596303,2021-09-12,549259.14,Bank Transfer,False
PAYUID-015766,PAY-712120,INV-254129,2021-07-24,349999.0,Cheque,False
PAYUID-015767,PAY-325750,INV-772107,2022-12-09,4759946.0,Cash,False
PAYUID-015768,PAY-843605,INV-103207,2023-10-02,40828.0,Bank Transfer,False
PAYUID-015769,PAY-686886,INV-648369,2019-02-08,4530980.4,UPI,False
PAYUID-015770,PAY-966688,INV-409695,2022-06-15,280320.0,Cheque,False
PAYUID-015771,PAY-755571,INV-992067,2022-05-21,8099458.2,Cash,False
PAYUID-015772,PAY-224593,INV-714001,2024-04-10,661446.98,Cash,False
PAYUID-015773,PAY-226268,INV-680499,2021-06-22,168287.2,Credit Card,False
PAYUID-015774,PAY-264006,INV-107318,2023-01-29,1227077.23,Credit Card,False
PAYUID-015775,PAY-463759,INV-510506,2021-05-06,3018689.2,Cheque,False
PAYUID-015776,PAY-157076,INV-166804,2021-02-15,1903150.16,Bank Transfer,True
PAYUID-015777,PAY-298136,INV-889988,2024-06-04,2179387.0,Cash,False
PAYUID-015778,PAY-562666,INV-686322,2022-10-24,225991.03,Bank Transfer,False
PAYUID-015779,PAY-127439,INV-686322,2022-10-27,1289219.73,Cash,False
PAYUID-015780,PAY-888883,INV-686322,2022-09-22,734968.84,Credit Card,False
PAYUID-015781,PAY-399064,INV-662842,2024-11-04,6741.22,Cheque,False
PAYUID-015782,PAY-739683,INV-442488,2022-08-22,707557.4,Credit Card,False
PAYUID-015783,PAY-828853,INV-753283,2020-11-08,974572.6,Bank Transfer,False
PAYUID-015784,PAY-934226,INV-944094,2019-11-18,272207.49,Credit Card,False
PAYUID-015785,PAY-431540,INV-944094,2020-01-17,390064.51,Credit Card,False
PAYUID-015786,PAY-160180,INV-217208,2019-10-26,1798815.0,Credit Card,False
PAYUID-015787,PAY-781249,INV-958911,2020-03-18,1629542.4,UPI,False
PAYUID-015788,PAY-993429,INV-611850,2020-10-03,3252697.13,Cheque,False
PAYUID-015789,PAY-710513,INV-254478,2020-10-18,492146.38,Cheque,False
PAYUID-015790,PAY-737248,INV-653898,2022-01-15,3789.64,UPI,False
PAYUID-015791,PAY-952685,INV-653898,2022-01-06,118619.31,Cash,False
PAYUID-015792,PAY-813897,INV-653898,2022-02-11,121687.05,UPI,False
PAYUID-015793,PAY-153333,INV-730620,2022-09-28,325086.0,UPI,False
PAYUID-015794,PAY-267046,INV-803872,2020-03-10,1389514.0,UPI,False
PAYUID-015795,PAY-145978,INV-759324,2021-06-04,1084672.0,Cheque,False
PAYUID-015796,PAY-369453,INV-803062,2021-03-05,102530.2,Credit Card,False
PAYUID-015797,PAY-876191,INV-731904,2022-07-11,2325190.0,UPI,False
PAYUID-015798,PAY-125605,INV-778112,2023-05-28,2218500.02,Bank Transfer,False
PAYUID-015799,PAY-376349,INV-778112,2023-05-17,873674.56,Cash,False
PAYUID-015800,PAY-570271,INV-778112,2023-05-30,141089.82,Bank Transfer,False
PAYUID-015801,PAY-335590,INV-390561,2021-10-27,33211.29,Cheque,False
PAYUID-015802,PAY-937756,INV-390561,2021-11-03,1399451.51,Credit Card,False
PAYUID-015803,PAY-981854,INV-775175,2020-07-28,8420708.0,UPI,False
PAYUID-015804,PAY-769728,INV-802330,2024-04-08,779452.0,Cheque,False
PAYUID-015805,PAY-576034,INV-583326,2022-02-06,2812151.6,Credit Card,False
PAYUID-015806,PAY-156188,INV-316509,2019-07-13,2156233.53,Cheque,False
PAYUID-015807,PAY-737528,INV-894163,2021-05-12,2033145.0,Cheque,False
PAYUID-015808,PAY-909487,INV-421891,2020-12-12,396329.09,Cash,False
PAYUID-015809,PAY-534890,INV-421891,2020-12-22,1998398.91,Credit Card,False
PAYUID-015810,PAY-945908,INV-489670,2023-05-24,109204.84,Cheque,False
PAYUID-015811,PAY-395413,INV-771895,2021-05-24,1973700.0,Credit Card,False
PAYUID-015812,PAY-134059,INV-457155,2021-03-20,3809544.4,Cheque,False
PAYUID-015813,PAY-230856,INV-460130,2023-04-04,2224807.42,Cash,False
PAYUID-015814,PAY-359456,INV-460130,2023-04-01,178992.78,UPI,False
PAYUID-015815,PAY-862979,INV-472564,2022-12-26,2974771.8,UPI,False
PAYUID-015816,PAY-609659,INV-107579,2019-06-08,423936.0,Bank Transfer,False
PAYUID-015817,PAY-159884,INV-726969,2019-11-12,1621686.0,UPI,False
PAYUID-015818,PAY-946430,INV-791125,2022-05-02,729988.87,UPI,False
PAYUID-015819,PAY-104078,INV-850869,2020-04-18,1144852.02,Bank Transfer,False
PAYUID-015820,PAY-280048,INV-607018,2022-01-02,769381.6,Cash,False
PAYUID-015821,PAY-752626,INV-444838,2020-04-20,981880.6,Cheque,False
PAYUID-015822,PAY-547963,INV-440043,2023-08-11,32509.0,Bank Transfer,False
PAYUID-015823,PAY-299708,INV-288765,2024-12-22,1058102.2,Cash,False
PAYUID-015824,PAY-553286,INV-271421,2022-09-16,1102441.35,UPI,False
PAYUID-015825,PAY-299628,INV-296047,2019-05-31,1874168.8,Cash,False
PAYUID-015826,PAY-807097,INV-590380,2021-11-26,1425147.4,UPI,False
PAYUID-015827,PAY-581308,INV-875840,2019-03-07,2793516.4,Bank Transfer,False
PAYUID-015828,PAY-254446,INV-180009,2021-02-19,283263.96,Cheque,False
PAYUID-015829,PAY-485755,INV-180009,2021-03-30,57726.77,Cheque,False
PAYUID-015830,PAY-185440,INV-180009,2021-03-06,24093.46,UPI,False
PAYUID-015831,PAY-680117,INV-253285,2019-05-05,4276352.0,Cash,False
PAYUID-015832,PAY-624696,INV-568677,2021-05-22,115264.0,Cheque,False
PAYUID-015833,PAY-582996,INV-327037,2021-02-13,1037800.8,Cash,False
PAYUID-015834,PAY-766787,INV-675374,2020-07-17,4070716.0,Cheque,False
PAYUID-015835,PAY-637769,INV-156271,2024-04-23,3091388.0,Cash,False
PAYUID-015836,PAY-533759,INV-863265,2023-11-25,412837.0,Cash,False
PAYUID-015837,PAY-924548,INV-101608,2022-06-06,4025034.6,Cheque,False
PAYUID-015838,PAY-914014,INV-835661,2023-09-24,707626.2,Cash,False
PAYUID-015839,PAY-870157,INV-907965,2023-08-10,259156.35,Cheque,False
PAYUID-015840,PAY-572067,INV-907965,2023-09-14,10539.65,Credit Card,False
PAYUID-015841,PAY-300363,INV-104759,2019-11-05,1598505.0,Cheque,False
PAYUID-015842,PAY-805136,INV-682373,2019-06-29,707764.0,UPI,False
PAYUID-015843,PAY-519374,INV-186657,2020-06-28,943872.0,Cheque,False
PAYUID-015844,PAY-984991,INV-941896,2024-08-09,19068.99,Bank Transfer,False
PAYUID-015845,PAY-487406,INV-494341,2022-05-19,432740.8,Cheque,False
PAYUID-015846,PAY-666026,INV-295235,2023-05-17,2372676.61,Credit Card,False
PAYUID-015847,PAY-500771,INV-759424,2022-09-03,2973491.0,Credit Card,False
PAYUID-015848,PAY-721673,INV-672335,2021-04-26,1687930.6,UPI,False
PAYUID-015849,PAY-182085,INV-672335,2021-04-10,967030.2,Bank Transfer,False
PAYUID-015850,PAY-815392,INV-117371,2023-10-23,732716.8,Bank Transfer,False
PAYUID-015851,PAY-142204,INV-876810,2019-11-15,20356.79,UPI,False
PAYUID-015852,PAY-188743,INV-876810,2019-11-15,12377.16,Cheque,False
PAYUID-015853,PAY-753961,INV-876810,2019-10-21,7976.05,UPI,False
PAYUID-015854,PAY-211458,INV-719438,2023-11-20,1203200.0,Credit Card,False
PAYUID-015855,PAY-810682,INV-260558,2023-10-16,309252.91,UPI,False
PAYUID-015856,PAY-540563,INV-260558,2023-11-29,2443833.69,Cheque,False
PAYUID-015857,PAY-729808,INV-184758,2023-03-22,830117.74,UPI,False
PAYUID-015858,PAY-932542,INV-623526,2020-02-24,1435030.4,Credit Card,False
PAYUID-015859,PAY-310769,INV-766640,2019-06-23,663898.0,Cash,False
PAYUID-015860,PAY-188578,INV-151814,2023-01-25,1409722.56,Cash,False
PAYUID-015861,PAY-130364,INV-306214,2019-08-11,204023.31,Credit Card,False
PAYUID-015862,PAY-104292,INV-901648,2020-02-14,164280.8,Cheque,False
PAYUID-015863,PAY-420415,INV-555345,2019-08-05,107841.38,Cheque,False
PAYUID-015864,PAY-507217,INV-127006,2021-05-15,1374094.03,UPI,False
PAYUID-015865,PAY-385634,INV-710948,2019-10-17,729377.0,Credit Card,False
PAYUID-015866,PAY-607780,INV-605576,2021-10-19,517140.0,Bank Transfer,False
PAYUID-015867,PAY-661587,INV-713980,2020-01-15,1315163.0,Bank Transfer,False
PAYUID-015868,PAY-376630,INV-470609,2024-10-25,1088197.0,Credit Card,False
PAYUID-015869,PAY-775849,INV-353228,2024-09-25,507484.34,Cheque,False
PAYUID-015870,PAY-408195,INV-353228,2024-10-06,578469.06,Cheque,False
PAYUID-015871,PAY-891786,INV-352215,2021-01-22,173265.52,Cheque,False
PAYUID-015872,PAY-862294,INV-644438,2022-11-04,67353.2,Cash,False
PAYUID-015873,PAY-795174,INV-652821,2024-04-11,732794.2,Cheque,False
PAYUID-015874,PAY-946229,INV-617800,2020-05-18,1469540.4,Credit Card,False
PAYUID-015875,PAY-412346,INV-284374,2021-01-28,2068113.0,Bank Transfer,True
PAYUID-015876,PAY-822994,INV-174195,2019-07-19,1135630.2,Cheque,False
PAYUID-015877,PAY-197717,INV-272833,2019-01-09,2500096.0,Cheque,False
PAYUID-015878,PAY-964791,INV-379703,2020-11-07,1439248.4,UPI,False
PAYUID-015879,PAY-511143,INV-100762,2021-12-01,1642292.0,Cheque,False
PAYUID-015880,PAY-475651,INV-623218,2019-04-05,204088.45,UPI,False
PAYUID-015881,PAY-624976,INV-623218,2019-04-14,59290.95,UPI,False
PAYUID-015882,PAY-559897,INV-895095,2024-09-28,146482.63,Credit Card,False
PAYUID-015883,PAY-491401,INV-402542,2019-03-01,1435662.6,Credit Card,False
PAYUID-015884,PAY-364385,INV-382857,2021-08-17,1209295.27,Credit Card,False
PAYUID-015885,PAY-997369,INV-845587,2020-04-11,714752.0,Credit Card,False
PAYUID-015886,PAY-125925,INV-727678,2022-01-22,181271.6,Cash,False
PAYUID-015887,PAY-192527,INV-650334,2022-10-04,1606520.0,Cash,False
PAYUID-015888,PAY-329960,INV-498588,2022-05-24,182528.0,Cheque,False
PAYUID-015889,PAY-654426,INV-598971,2019-06-02,74576.0,Bank Transfer,False
PAYUID-015890,PAY-400197,INV-789505,2023-11-09,1357773.77,Cheque,False
PAYUID-015891,PAY-617238,INV-789505,2023-10-05,1218461.83,Cheque,False
PAYUID-015892,PAY-931276,INV-475019,2021-12-02,1012860.0,Cheque,False
PAYUID-015893,PAY-188855,INV-833450,2023-08-05,2164187.2,Credit Card,False
PAYUID-015894,PAY-445475,INV-358187,2020-10-09,2444936.4,Bank Transfer,False
PAYUID-015895,PAY-618258,INV-358187,2020-10-22,1652678.4,Cash,False
PAYUID-015896,PAY-330360,INV-903274,2020-12-16,557326.4,Cheque,False
PAYUID-015897,PAY-707046,INV-700813,2021-05-24,914337.17,Credit Card,False
PAYUID-015898,PAY-477654,INV-700813,2021-05-16,111994.83,Cash,False
PAYUID-015899,PAY-793894,INV-552447,2022-10-03,497667.96,Cash,False
PAYUID-015900,PAY-824231,INV-819695,2024-08-15,1001092.2,Cash,False
PAYUID-015901,PAY-698065,INV-128338,2023-06-06,643553.85,Bank Transfer,True
PAYUID-015902,PAY-859232,INV-613868,2021-09-28,3132095.4,Cash,True
PAYUID-015903,PAY-531335,INV-779212,2023-02-25,1898098.4,Cheque,False
PAYUID-015904,PAY-735281,INV-535540,2022-01-23,1579968.0,Cheque,False
PAYUID-015905,PAY-768897,INV-271925,2020-08-30,325625.4,Cheque,False
PAYUID-015906,PAY-205625,INV-591790,2021-04-12,217334.06,Cash,False
PAYUID-015907,PAY-466361,INV-591790,2021-04-17,31662.74,Credit Card,False
PAYUID-015908,PAY-542272,INV-651855,2023-01-19,186019.2,Cheque,False
PAYUID-015909,PAY-354787,INV-376441,2024-12-17,306389.0,Bank Transfer,False
PAYUID-015910,PAY-428878,INV-269407,2019-04-10,315109.6,Credit Card,False
PAYUID-015911,PAY-860143,INV-522070,2022-09-09,1859376.6,UPI,False
PAYUID-015912,PAY-128801,INV-564088,2023-09-03,462122.59,Cash,False
PAYUID-015913,PAY-524975,INV-614044,2024-10-17,1731778.0,Cheque,False
PAYUID-015914,PAY-955797,INV-812704,2024-04-18,1209808.2,Cheque,False
PAYUID-015915,PAY-955264,INV-746334,2021-08-04,347572.2,UPI,False
PAYUID-015916,PAY-209194,INV-276978,2020-04-05,824367.0,Cash,False
PAYUID-015917,PAY-796543,INV-268990,2024-10-28,834694.09,UPI,False
PAYUID-015918,PAY-179841,INV-464978,2019-11-08,875378.24,Bank Transfer,False
PAYUID-015919,PAY-149801,INV-574540,2022-02-15,5296831.0,Cheque,False
PAYUID-015920,PAY-598633,INV-528917,2024-10-26,1585733.2,UPI,False
PAYUID-015921,PAY-496898,INV-341709,2022-03-02,2888225.0,Bank Transfer,True
PAYUID-015922,PAY-694535,INV-309384,2024-11-05,4857331.0,UPI,False
PAYUID-015923,PAY-777150,INV-356417,2024-02-07,737605.71,Credit Card,False
PAYUID-015924,PAY-237372,INV-978473,2020-11-04,453901.0,Cheque,False
PAYUID-015925,PAY-286358,INV-933701,2022-02-11,317952.0,UPI,False
PAYUID-015926,PAY-763111,INV-127065,2021-07-03,1138296.0,Cheque,False
PAYUID-015927,PAY-261880,INV-398518,2019-11-07,1197561.0,UPI,False
PAYUID-015928,PAY-653180,INV-865657,2022-07-31,244478.8,Credit Card,False
PAYUID-015929,PAY-760166,INV-865657,2022-07-29,2997598.8,Cash,False
PAYUID-015930,PAY-756663,INV-843298,2022-02-18,1590251.6,Credit Card,False
PAYUID-015931,PAY-242194,INV-585262,2024-09-15,146071.0,Bank Transfer,False
PAYUID-015932,PAY-779462,INV-133015,2022-06-22,3137833.4,Cash,False
PAYUID-015933,PAY-309272,INV-327810,2020-11-30,272906.57,Cheque,False
PAYUID-015934,PAY-594098,INV-506674,2019-06-23,943465.24,Bank Transfer,False
PAYUID-015935,PAY-236624,INV-506674,2019-06-08,4761068.76,Bank Transfer,False
PAYUID-015936,PAY-925193,INV-200948,2023-04-15,124145.58,Bank Transfer,False
PAYUID-015937,PAY-217621,INV-677325,2020-01-06,1232167.0,Bank Transfer,False
PAYUID-015938,PAY-404944,INV-563383,2025-01-13,682610.2,Cheque,False
PAYUID-015939,PAY-899782,INV-122790,2019-06-28,3727.12,Cheque,False
PAYUID-015940,PAY-979964,INV-548230,2024-09-18,1121836.8,UPI,False
PAYUID-015941,PAY-805923,INV-492936,2020-11-29,880000.0,Cheque,False
PAYUID-015942,PAY-975922,INV-703841,2019-10-04,747029.0,Credit Card,False
PAYUID-015943,PAY-228584,INV-769342,2024-12-29,4805664.0,Cash,False
PAYUID-015944,PAY-825442,INV-222516,2021-11-12,1397591.6,Cash,False
PAYUID-015945,PAY-422922,INV-823987,2024-12-14,2122928.0,Bank Transfer,False
PAYUID-015946,PAY-305527,INV-614510,2021-03-27,4313857.6,Bank Transfer,False
PAYUID-015947,PAY-317168,INV-256233,2020-11-28,227608.0,UPI,False
PAYUID-015948,PAY-577970,INV-436964,2023-06-07,2487218.2,Bank Transfer,False
PAYUID-015949,PAY-841182,INV-297696,2020-09-02,905004.56,Credit Card,False
PAYUID-015950,PAY-971719,INV-297696,2020-07-21,584242.44,UPI,False
PAYUID-015951,PAY-741929,INV-716921,2022-01-08,3235200.0,Cash,False
PAYUID-015952,PAY-151607,INV-157767,2024-06-27,57160.23,Bank Transfer,False
PAYUID-015953,PAY-707399,INV-278062,2019-02-24,227190.34,Bank Transfer,False
PAYUID-015954,PAY-303933,INV-860286,2019-11-27,3957155.0,Cash,False
PAYUID-015955,PAY-392811,INV-223145,2024-08-28,2790893.8,UPI,False
PAYUID-015956,PAY-808837,INV-440545,2020-07-08,246195.47,Cheque,False
PAYUID-015957,PAY-694668,INV-440545,2020-06-26,829465.53,Bank Transfer,False
PAYUID-015958,PAY-172183,INV-349782,2021-07-20,507548.23,Credit Card,False
PAYUID-015959,PAY-350650,INV-294786,2022-07-02,1022686.0,Cash,False
PAYUID-015960,PAY-319314,INV-103078,2022-10-30,361187.69,Bank Transfer,False
PAYUID-015961,PAY-481732,INV-924907,2021-01-26,45477.53,Cheque,False
PAYUID-015962,PAY-460109,INV-924907,2021-02-03,9950.47,Cash,False
PAYUID-015963,PAY-567870,INV-676681,2023-08-14,1961892.0,UPI,False
PAYUID-015964,PAY-509880,INV-992133,2022-02-06,865921.8,UPI,False
PAYUID-015965,PAY-223819,INV-105711,2021-12-05,1792683.6,Credit Card,True
PAYUID-015966,PAY-790731,INV-397668,2024-07-08,430994.0,Cash,False
PAYUID-015967,PAY-308987,INV-452885,2023-11-07,15399.0,UPI,False
PAYUID-015968,PAY-309163,INV-313307,2023-06-10,111155.0,Cash,False
PAYUID-015969,PAY-269737,INV-712459,2019-05-09,562320.65,Bank Transfer,False
PAYUID-015970,PAY-302531,INV-221096,2020-05-14,461747.91,Cheque,False
PAYUID-015971,PAY-548649,INV-911840,2022-05-21,216648.0,UPI,False
PAYUID-015972,PAY-660853,INV-641934,2020-08-21,8258.06,Cash,False
PAYUID-015973,PAY-383413,INV-260574,2021-04-30,2248793.0,Cash,False
PAYUID-015974,PAY-154773,INV-150552,2020-09-17,354585.89,Cheque,False
PAYUID-015975,PAY-544503,INV-730122,2020-04-17,938793.0,Credit Card,False
PAYUID-015976,PAY-998078,INV-286186,2023-04-26,225440.43,Credit Card,False
PAYUID-015977,PAY-457835,INV-695567,2023-09-07,1235821.0,Cash,False
PAYUID-015978,PAY-668107,INV-672099,2019-08-16,2382407.92,Credit Card,False
PAYUID-015979,PAY-496658,INV-391563,2024-09-13,5261659.0,UPI,False
PAYUID-015980,PAY-749940,INV-889916,2019-08-24,3278903.4,Bank Transfer,False
PAYUID-015981,PAY-191598,INV-838147,2019-07-31,6938.69,Cheque,False
PAYUID-015982,PAY-668980,INV-253365,2022-07-15,159243.13,Credit Card,False
PAYUID-015983,PAY-715328,INV-253365,2022-07-28,29852.13,Credit Card,False
PAYUID-015984,PAY-463104,INV-253365,2022-08-16,449965.74,Cash,False
PAYUID-015985,PAY-474364,INV-402118,2019-12-10,597042.02,UPI,False
PAYUID-015986,PAY-325510,INV-760313,2021-03-27,1300651.6,Bank Transfer,False
PAYUID-015987,PAY-821839,INV-123877,2020-03-12,25348.87,Cash,False
PAYUID-015988,PAY-719169,INV-122555,2023-11-21,2198.73,Cheque,False
PAYUID-015989,PAY-858718,INV-122555,2023-12-25,136259.06,Bank Transfer,False
PAYUID-015990,PAY-547735,INV-122555,2024-01-11,17458.22,Bank Transfer,False
PAYUID-015991,PAY-402577,INV-631086,2021-11-20,1775374.8,Cash,False
PAYUID-015992,PAY-306309,INV-903279,2019-12-27,2450514.6,UPI,False
PAYUID-015993,PAY-484087,INV-595582,2022-01-20,2951936.86,Credit Card,False
PAYUID-015994,PAY-103401,INV-447247,2021-05-02,4541860.0,UPI,False
PAYUID-015995,PAY-630956,INV-337728,2021-04-15,3622265.0,Bank Transfer,False
PAYUID-015996,PAY-888195,INV-656107,2023-12-18,783866.4,Cheque,False
PAYUID-015997,PAY-774063,INV-871923,2023-10-09,595655.0,Cash,False
PAYUID-015998,PAY-343579,INV-831998,2020-12-27,34998.8,Bank Transfer,False
PAYUID-015999,PAY-917275,INV-734652,2023-05-20,1456463.4,Cheque,False
PAYUID-016000,PAY-823661,INV-607865,2020-01-03,2029047.2,Cheque,False
PAYUID-016001,PAY-120516,INV-958367,2022-09-06,322670.0,Credit Card,False
PAYUID-016002,PAY-839950,INV-511155,2024-03-23,81269.15,Cheque,False
PAYUID-016003,PAY-821412,INV-836988,2023-01-21,2769313.0,Cheque,False
PAYUID-016004,PAY-329525,INV-916364,2022-09-04,298015.74,Cash,False
PAYUID-016005,PAY-412882,INV-916364,2022-09-22,15584.26,Cash,False
PAYUID-016006,PAY-592166,INV-478251,2021-12-03,1645575.6,Credit Card,False
PAYUID-016007,PAY-163327,INV-634650,2023-12-21,2102430.8,UPI,False
PAYUID-016008,PAY-180365,INV-961158,2019-12-22,1804156.0,Cheque,False
PAYUID-016009,PAY-998214,INV-911045,2019-11-26,138171.19,Bank Transfer,False
PAYUID-016010,PAY-455354,INV-911045,2019-11-29,487556.81,Cheque,False
PAYUID-016011,PAY-510224,INV-997940,2022-06-30,282240.0,Bank Transfer,False
PAYUID-016012,PAY-224452,INV-331923,2021-11-03,439316.0,Bank Transfer,False
PAYUID-016013,PAY-397099,INV-777136,2023-12-04,433738.76,UPI,False
PAYUID-016014,PAY-340730,INV-777136,2023-11-27,2456523.44,Credit Card,False
PAYUID-016015,PAY-680413,INV-580553,2019-04-27,2651547.6,Cash,False
PAYUID-016016,PAY-588839,INV-473865,2021-01-15,1237635.0,Credit Card,False
PAYUID-016017,PAY-751456,INV-119068,2022-01-03,732581.37,UPI,False
PAYUID-016018,PAY-106952,INV-172964,2020-01-12,2334331.31,Credit Card,False
PAYUID-016019,PAY-215596,INV-604674,2020-07-13,2170004.8,UPI,False
PAYUID-016020,PAY-687124,INV-968580,2023-01-11,888903.8,Credit Card,False
PAYUID-016021,PAY-608407,INV-618414,2020-08-31,4008625.4,Credit Card,False
PAYUID-016022,PAY-617843,INV-179683,2020-01-26,4158019.67,Bank Transfer,False
PAYUID-016023,PAY-420828,INV-179683,2020-02-16,443318.73,Credit Card,False
PAYUID-016024,PAY-306742,INV-767088,2023-07-21,440873.4,Cash,False
PAYUID-016025,PAY-613361,INV-238768,2022-10-11,812297.8,UPI,False
PAYUID-016026,PAY-158440,INV-632481,2020-02-28,319800.23,Bank Transfer,False
PAYUID-016027,PAY-293702,INV-632481,2020-04-25,134013.77,Bank Transfer,False
PAYUID-016028,PAY-463063,INV-119694,2023-03-16,3527695.0,Cash,False
PAYUID-016029,PAY-580179,INV-153434,2022-05-29,55578.0,UPI,False
PAYUID-016030,PAY-407671,INV-337487,2022-04-11,33801.7,Bank Transfer,False
PAYUID-016031,PAY-214923,INV-337487,2022-02-28,2802027.5,Credit Card,False
PAYUID-016032,PAY-700967,INV-883644,2022-11-25,885724.18,Cash,False
PAYUID-016033,PAY-180201,INV-909334,2024-02-12,1779559.5,Credit Card,False
PAYUID-016034,PAY-782676,INV-994276,2023-01-16,143157.6,Cheque,False
