po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total
PO-319300,SUP0003,KOL001,2020-12-31,2021-01-16,2021-01-20,Received,417576.88,94742.7824,512319.6624
PO-826615,SUP0006,KOL001,2020-01-06,2020-01-16,2020-01-16,Received,36960.95,6652.971,43613.921
PO-414548,SUP0002,AHM001,2023-08-19,2023-08-29,2023-08-29,Received,37062914.24,10324839.376200002,47387753.6162
PO-879062,SUP0007,CHN001,2024-05-12,2024-05-24,,Cancelled,5351872.62,1434438.4936000002,6786311.113600001
PO-222716,SUP0006,KOL001,2020-06-30,2020-07-10,2020-07-10,Received,32171827.25,8835842.968,41007670.218
PO-735621,SUP0001,DEL001,2019-07-06,2019-07-25,2019-07-25,Received,74955880.26,20971384.780800004,95927265.0408
PO-163115,SUP0008,PUN001,2021-07-11,2021-08-06,2021-08-06,Received,4011374.81,1060604.1108,5071978.9208
PO-439040,SUP0006,DEL001,2023-05-30,2023-06-09,2023-06-10,Received,10817173.98,2956396.7444,13773570.7244
PO-606376,SUP0005,CHN001,2024-10-20,2024-11-17,2024-11-17,Received,11197519.95,3120766.449,14318286.399
PO-971370,SUP0006,HYD001,2020-08-16,2020-08-26,2020-08-23,Received,19270406.37,5057084.459600001,24327490.8296
PO-628552,SUP0004,DEL001,2024-08-20,2024-09-07,2024-09-07,Received,16004761.27,4260882.9406,20265644.2106
PO-797392,SUP0007,HYD001,2021-08-07,2021-08-19,2021-08-19,Received,22922391.14,6412595.093200001,29334986.2332
PO-880490,SUP0002,HYD001,2020-09-19,2020-09-29,2020-09-29,Received,2221993.02,404823.9936,2626817.0136
PO-116972,SUP0006,HYD001,2024-02-25,2024-03-06,2024-03-06,Received,29196734.07,8137229.669600001,37333963.7396
PO-708514,SUP0007,CHN001,2024-01-21,2024-02-02,2024-02-02,Received,10353837.680000002,2877548.0684,13231385.7484
PO-626511,SUP0007,AHM001,2024-05-19,2024-05-31,2024-05-31,Received,4453986.39,1246119.1492,5700105.539199999
PO-827516,SUP0006,DEL001,2019-05-29,2019-06-08,2019-06-08,Received,300656.46,54118.16279999999,354774.62279999995
PO-105973,SUP0002,PUN001,2022-06-28,2022-07-08,2022-07-09,Received,11998465.17,3241145.9496000004,15239611.1196
PO-691933,SUP0003,HYD001,2020-09-08,2020-09-24,2020-09-24,Received,12934475.52,3621653.1456,16556128.6656
PO-824558,SUP0002,DEL001,2020-07-13,2020-07-23,2020-07-23,Received,14378002.58,3997908.2124,18375910.7924
PO-749076,SUP0003,AHM001,2019-02-06,2019-02-22,2019-02-25,Received,23580172.81,6426303.0148,30006475.8248
PO-670362,SUP0001,AHM001,2019-03-10,2019-03-29,2019-03-29,Received,22579710.29,6221632.491200001,28801342.7812
PO-242460,SUP0001,AHM001,2019-03-07,2019-03-26,2019-03-26,Received,3096269.45,807573.006,3903842.456
PO-714321,SUP0007,PUN001,2019-12-25,2020-01-06,2020-01-06,Received,54031658.24,15115716.687200002,69147374.9272
PO-489215,SUP0006,CHN001,2019-08-23,2019-09-02,2019-09-02,Received,24298786.98,6570257.8824000005,30869044.8624
PO-367132,SUP0006,AHM001,2020-02-07,2020-02-17,2020-02-17,Received,2236138.56,402504.9408,2638643.5008
PO-681686,SUP0001,DEL001,2019-02-03,2019-02-22,2019-02-22,Received,33717306.95,9330759.836,43048066.786
PO-824720,SUP0002,HYD001,2024-07-23,2024-08-02,2024-08-02,Received,4513814.399999999,1263868.032,5777682.431999999
PO-907354,SUP0004,AHM001,2020-07-23,2020-08-10,2020-08-10,Received,704838.96,197354.9088,902193.8688
PO-860108,SUP0008,CHN001,2021-08-28,2021-09-23,2021-09-25,Received,14333111.260000002,4013271.1528000007,18346382.412800003
PO-446444,SUP0006,PUN001,2022-01-22,2022-02-01,2022-02-01,Received,23578917.54,6547691.057200001,30126608.5972
PO-766033,SUP0003,DEL001,2020-04-24,2020-05-10,2020-05-10,Received,18033781.17,4831276.7326,22865057.9026
PO-208472,SUP0003,KOL001,2023-02-07,2023-02-23,,Cancelled,2667639.65,735046.7650000001,3402686.415
PO-912346,SUP0001,HYD001,2024-12-30,2025-01-18,2025-01-18,Received,1501650.4899999998,270297.0882,1771947.5782
PO-296794,SUP0002,HYD001,2020-01-01,2020-01-11,2020-01-11,Received,865028.52,178709.1816,1043737.7016
PO-907075,SUP0005,CHN001,2019-04-26,2019-05-24,,Cancelled,13286414.91,3692935.730800001,16979350.6408
PO-858023,SUP0007,PUN001,2022-05-30,2022-06-11,2022-06-18,Received,16985323.619999997,4740369.9236,21725693.5436
PO-633798,SUP0001,PUN001,2024-04-28,2024-05-17,2024-05-20,Received,21665493.0,5634197.676000001,27299690.676
PO-238583,SUP0006,DEL001,2021-08-11,2021-08-21,2021-08-21,Received,25855285.73,7225701.343400001,33080987.0734
PO-652507,SUP0007,CHN001,2022-03-03,2022-03-15,2022-03-15,Received,18355634.71,5034918.8638,23390553.5738
PO-728995,SUP0005,KOL001,2021-06-19,2021-07-17,2021-07-17,Received,4325061.25,1183698.668,5508759.918
PO-590069,SUP0008,AHM001,2019-11-25,2019-12-21,2019-12-21,Received,51268048.620000005,14335021.507600002,65603070.1276
PO-468018,SUP0004,AHM001,2020-12-17,2021-01-04,2021-01-04,Received,2777101.68,499878.3023999999,3276979.9824
PO-199969,SUP0002,CHN001,2020-08-17,2020-08-27,2020-08-31,Received,6082354.48,1652386.3704,7734740.8504
PO-822266,SUP0006,KOL001,2020-03-20,2020-03-30,2020-03-30,Received,16016462.55,4402848.578000001,20419311.128
PO-900363,SUP0003,CHN001,2019-12-26,2020-01-11,2020-01-11,Received,30318723.67,8358273.121600001,38676996.7916
PO-113434,SUP0004,AHM001,2023-12-03,2023-12-21,2023-12-21,Received,4655295.3100000005,1299664.2658000002,5954959.5758
PO-443313,SUP0005,AHM001,2024-03-16,2024-04-13,2024-04-13,Received,22665710.99,6184709.491200001,28850420.4812
PO-231801,SUP0005,HYD001,2019-02-12,2019-03-12,2019-03-12,Received,12377279.74,3440098.2552000005,15817377.9952
PO-421278,SUP0004,AHM001,2022-03-26,2022-04-13,2022-04-13,Received,4735529.600000001,1277832.6000000003,6013362.200000001
PO-111021,SUP0007,CHN001,2022-02-02,2022-02-14,2022-02-14,Received,5612437.92,1567341.3306000002,7179779.250600001
PO-382767,SUP0006,HYD001,2021-03-06,2021-03-16,,Cancelled,25272161.270000003,7009242.118600002,32281403.388600003
PO-276759,SUP0002,KOL001,2019-05-22,2019-06-01,2019-06-01,Received,3274447.26,912557.1938,4187004.4538
PO-201086,SUP0007,DEL001,2023-02-19,2023-03-03,2023-03-03,Received,5129120.25,1165546.789,6294667.039000001
PO-860933,SUP0003,KOL001,2024-11-17,2024-12-03,2024-12-03,Received,11304840.39,2954891.4322,14259731.8222
PO-926781,SUP0003,CHN001,2021-01-27,2021-02-12,2021-02-12,Received,8106152.95,2103298.6920000003,10209451.642
PO-532964,SUP0006,KOL001,2022-09-30,2022-10-10,2022-10-10,Received,7804537.619999999,2102181.0066,9906718.6266
PO-151199,SUP0005,DEL001,2022-12-12,2023-01-09,2023-01-09,Received,38168779.150000006,10662803.095,48831582.245000005
PO-448103,SUP0006,KOL001,2024-07-06,2024-07-16,2024-07-16,Received,20677200.85,5605354.764,26282555.614
PO-701587,SUP0007,CHN001,2022-06-02,2022-06-14,2022-06-14,Received,31183069.99,8626744.5492,39809814.5392
PO-537288,SUP0006,KOL001,2024-06-02,2024-06-12,2024-06-12,Received,20821414.05,5688179.718,26509593.768000003
PO-322104,SUP0001,KOL001,2019-05-22,2019-06-10,2019-06-10,Received,23960667.51,6707251.6278,30667919.1378
PO-258713,SUP0008,AHM001,2020-12-29,2021-01-24,2021-01-24,Received,40173055.73,11212320.4854,51385376.2154
PO-712464,SUP0007,AHM001,2022-05-19,2022-05-31,2022-05-31,Received,10399132.89,2911757.2092000004,13310890.0992
PO-116080,SUP0004,AHM001,2020-03-25,2020-04-12,2020-04-12,Received,26664389.56,7424388.772800001,34088778.3328
PO-866709,SUP0004,AHM001,2019-10-26,2019-11-13,2019-11-13,Received,6313701.5600000005,1678325.1128000002,7992026.672800001
PO-425509,SUP0005,HYD001,2020-11-03,2020-12-01,2020-12-01,Received,27357759.83,7322526.002400001,34680285.8324
PO-993121,SUP0007,DEL001,2023-12-29,2024-01-10,2024-01-10,Received,1298751.5,363650.42,1662401.92
PO-673093,SUP0006,AHM001,2019-11-22,2019-12-02,,Cancelled,12617359.88,3532860.7664,16150220.6464
PO-760097,SUP0004,DEL001,2022-06-30,2022-07-18,2022-07-19,Received,3152967.4600000004,845507.5508000001,3998475.0108
PO-659809,SUP0005,CHN001,2024-04-29,2024-05-27,2024-05-29,Received,2904142.85,792009.0130000002,3696151.863
PO-445208,SUP0004,AHM001,2020-01-23,2020-02-10,2020-02-09,Received,13041609.18,3499404.7394000003,16541013.9194
PO-426692,SUP0007,PUN001,2020-07-28,2020-08-09,2020-08-09,Received,1861530.16,492691.2088000001,2354221.3688000003
PO-887940,SUP0001,KOL001,2023-09-24,2023-10-13,2023-10-13,Received,11922650.27,3310364.1596000004,15233014.4296
PO-512966,SUP0005,PUN001,2019-01-17,2019-02-14,2019-02-14,Received,9541.62,1717.4915999999998,11259.111599999998
PO-394928,SUP0002,AHM001,2020-05-19,2020-05-29,2020-06-02,Received,31919772.32,8805206.6736,40724978.9936
PO-461164,SUP0001,DEL001,2020-04-18,2020-05-07,2020-05-07,Received,2962956.41,770821.3808,3733777.7908
PO-195988,SUP0005,CHN001,2024-10-10,2024-11-07,2024-11-07,Received,21893346.16,5933235.3738,27826581.5338
PO-675138,SUP0008,HYD001,2021-03-21,2021-04-16,2021-04-16,Received,17599320.06,4639246.1158,22238566.175800003
PO-736098,SUP0003,DEL001,2023-11-06,2023-11-22,2023-11-22,Received,9582678.14,2452379.0172,12035057.1572
PO-221092,SUP0006,KOL001,2024-01-14,2024-01-24,2024-01-24,Received,24180822.26,6736867.827800001,30917690.087800004
PO-718279,SUP0007,CHN001,2019-11-19,2019-12-01,2019-12-01,Received,6067433.579999999,1698881.4024,7766314.982399999
PO-243415,SUP0007,KOL001,2023-02-27,2023-03-11,2023-03-11,Received,114718.29,20649.2922,135367.5822
PO-575759,SUP0007,DEL001,2024-10-08,2024-10-20,2024-10-20,Received,15080771.15,4131844.624000001,19212615.774
PO-338540,SUP0002,PUN001,2021-12-27,2022-01-06,2022-01-06,Received,20475251.08,5653695.663400001,26128946.7434
PO-872730,SUP0002,DEL001,2024-06-30,2024-07-10,2024-07-10,Received,17153160.06,4632762.1338,21785922.1938
PO-449399,SUP0007,HYD001,2024-04-03,2024-04-15,2024-04-15,Received,18908957.98,5227181.6254,24136139.6054
PO-425712,SUP0006,PUN001,2021-08-23,2021-09-02,2021-09-02,Received,25227441.06,6920388.5528,32147829.6128
PO-853322,SUP0001,AHM001,2019-03-01,2019-03-20,,Cancelled,14721832.47,4080555.6306000007,18802388.1006
PO-160844,SUP0003,AHM001,2021-02-09,2021-02-25,2021-02-24,Received,22329735.270000003,6203743.005600001,28533478.2756
PO-991799,SUP0006,HYD001,2021-09-21,2021-10-01,2021-10-01,Received,30665034.129999995,8536628.2114,39201662.3414
PO-778064,SUP0008,KOL001,2021-02-26,2021-03-24,2021-03-24,Received,11502300.069999998,3206555.0886,14708855.1586
PO-864826,SUP0001,PUN001,2021-11-18,2021-12-07,2021-12-07,Received,20233361.17,5555917.1916000005,25789278.3616
PO-861002,SUP0006,PUN001,2022-04-04,2022-04-14,2022-04-14,Received,4010540.77,1052553.7216,5063094.4916
PO-416252,SUP0006,DEL001,2019-04-13,2019-04-23,2019-04-23,Received,24790041.18,6937356.105400001,31727397.285400003
PO-310456,SUP0005,PUN001,2021-08-06,2021-09-03,2021-09-03,Received,32131270.03,8978348.5404,41109618.5704
PO-295771,SUP0007,KOL001,2019-12-17,2019-12-29,2019-12-29,Received,1143496.4900000002,305763.28020000004,1449259.7702
PO-995456,SUP0005,PUN001,2019-12-06,2020-01-03,2020-01-03,Received,9129413.96,2491358.4828000003,11620772.4428
PO-613782,SUP0003,DEL001,2021-11-27,2021-12-13,2021-12-13,Received,9659704.34,2458189.0682,12117893.4082
PO-609548,SUP0003,KOL001,2021-08-08,2021-08-24,2021-08-24,Received,9819436.93,2526554.0814,12345991.0114
PO-722425,SUP0007,CHN001,2022-11-17,2022-11-29,,Cancelled,7129300.14,1979475.4952,9108775.6352
PO-320702,SUP0002,AHM001,2021-05-14,2021-05-24,2021-05-24,Received,22194348.14,6189563.240200001,28383911.3802
PO-640397,SUP0006,CHN001,2024-03-20,2024-03-30,2024-03-30,Received,11681940.38,3230397.3974,14912337.7774
PO-110071,SUP0006,AHM001,2019-09-20,2019-09-30,2019-09-30,Received,40232566.03,11236078.548400002,51468644.5784
PO-528313,SUP0003,HYD001,2024-11-13,2024-11-29,2024-11-29,Received,8271090.319999999,2164446.4736,10435536.7936
PO-899657,SUP0008,KOL001,2024-11-24,2024-12-20,,Cancelled,30652697.64,8548148.1232,39200845.7632
PO-782546,SUP0005,HYD001,2024-11-30,2024-12-28,2024-12-28,Received,4806928.23,1209724.4894,6016652.7194
PO-947491,SUP0007,CHN001,2022-02-27,2022-03-11,2022-03-11,Received,13422062.71,3696404.0058,17118466.7158
PO-613885,SUP0003,PUN001,2022-07-27,2022-08-12,2022-08-12,Received,38572225.620000005,10623123.6956,49195349.3156
PO-341736,SUP0004,HYD001,2022-09-07,2022-09-25,2022-09-25,Received,49403777.8,13648390.904,63052168.704
PO-819206,SUP0008,PUN001,2023-07-06,2023-08-01,2023-08-01,Received,703335.09,196933.8252,900268.9151999999
PO-658127,SUP0004,CHN001,2020-08-15,2020-09-02,2020-09-02,Received,126414.75,22754.655,149169.405
PO-108286,SUP0003,AHM001,2021-11-01,2021-11-17,2021-11-17,Received,3808823.1,1060890.586,4869713.686000001
PO-602489,SUP0008,PUN001,2022-05-14,2022-06-09,2022-06-09,Received,1518231.4500000002,419319.0180000001,1937550.4680000003
PO-138380,SUP0002,AHM001,2019-08-23,2019-09-02,,Cancelled,11476070.52,3093886.5576,14569957.0776
PO-168059,SUP0003,DEL001,2024-09-24,2024-10-10,2024-10-12,Received,30131698.81,8385120.687800001,38516819.49780001
PO-434329,SUP0005,AHM001,2023-08-03,2023-08-31,2023-08-31,Received,1144667.79,247025.1792,1391692.9692
PO-424331,SUP0004,AHM001,2021-08-29,2021-09-16,2021-09-14,Received,6100632.1,1708176.9880000004,7808809.088
PO-745999,SUP0005,AHM001,2021-11-09,2021-12-07,2021-12-07,Received,11096140.9,3087829.9780000006,14183970.878000002
PO-425291,SUP0002,HYD001,2023-03-19,2023-03-29,2023-03-29,Received,30688001.64,8344514.6642,39032516.3042
PO-140602,SUP0008,CHN001,2023-06-10,2023-07-06,2023-07-13,Received,10276345.66,2832350.1468,13108695.8068
PO-582423,SUP0002,DEL001,2022-02-14,2022-02-24,2022-02-24,Received,10509910.87,2861458.7116,13371369.5816
PO-800873,SUP0004,HYD001,2022-09-03,2022-09-21,2022-09-21,Received,20631184.62,5759958.280600001,26391142.9006
PO-224041,SUP0003,HYD001,2023-08-17,2023-09-02,2023-09-02,Received,18234054.5,5086525.142000001,23320579.642
PO-468193,SUP0008,PUN001,2023-12-13,2024-01-08,2024-01-08,Received,9120678.74,2270057.9852,11390736.7252
PO-543106,SUP0001,HYD001,2024-09-02,2024-09-21,,Cancelled,19006000.79,5282743.8512,24288744.6412
PO-654830,SUP0005,KOL001,2020-11-17,2020-12-15,2020-12-15,Received,11169305.2,2873953.5840000003,14043258.784000002
PO-787066,SUP0004,CHN001,2021-07-10,2021-07-28,,Cancelled,14760796.19,3992439.363200001,18753235.5532
PO-293301,SUP0001,DEL001,2020-01-07,2020-01-26,2020-01-25,Received,15709833.43,4397725.770400001,20107559.2004
PO-206106,SUP0008,PUN001,2020-01-28,2020-02-23,2020-02-23,Received,14419647.0,4032330.78,18451977.78
PO-883570,SUP0005,CHN001,2020-10-25,2020-11-22,2020-11-22,Received,13716966.169999998,3806891.1576,17523857.3276
PO-456139,SUP0004,CHN001,2021-07-13,2021-07-31,2021-07-31,Received,10261292.84,2803222.1522000004,13064514.9922
PO-224558,SUP0005,AHM001,2024-08-06,2024-09-03,2024-09-03,Received,8922685.65,2498351.9820000003,11421037.632
PO-947037,SUP0005,HYD001,2021-03-22,2021-04-19,2021-04-19,Received,16613142.52,4649538.237600001,21262680.7576
PO-723902,SUP0005,CHN001,2023-12-05,2024-01-02,2024-01-08,Received,1154185.03,323171.80840000004,1477356.8384
PO-740292,SUP0003,DEL001,2024-06-06,2024-06-22,2024-06-22,Received,2919807.84,817546.1952000001,3737354.0352
PO-541727,SUP0002,PUN001,2023-10-10,2023-10-20,2023-10-20,Received,7046531.9,1947797.1680000003,8994329.068
PO-177607,SUP0007,HYD001,2022-02-04,2022-02-16,2022-02-21,Received,5757021.65,1537267.59,7294289.239999999
PO-676016,SUP0003,KOL001,2022-07-07,2022-07-23,,Cancelled,4178076.96,1009188.4088,5187265.3688
PO-736466,SUP0004,HYD001,2023-01-17,2023-02-04,2023-02-11,Received,8050384.390000001,2205764.4732000004,10256148.8632
PO-849814,SUP0003,CHN001,2020-10-19,2020-11-04,2020-11-04,Received,51376400.35,14284800.549000002,65661200.899
PO-259543,SUP0004,DEL001,2022-10-09,2022-10-27,,Cancelled,14263927.77,3811323.9936000006,18075251.7636
PO-759929,SUP0001,PUN001,2024-05-17,2024-06-05,2024-06-05,Received,2093783.8200000003,555954.3396000002,2649738.1596000004
PO-153292,SUP0008,AHM001,2020-04-02,2020-04-28,2020-04-28,Received,15903628.61,4214639.615800001,20118268.2258
PO-418305,SUP0006,PUN001,2021-06-19,2021-06-29,2021-06-29,Received,34723383.24,9672216.8452,44395600.0852
PO-540403,SUP0001,HYD001,2022-09-29,2022-10-18,2022-10-18,Received,51681129.56999999,14369113.0076,66050242.57759999
PO-220467,SUP0006,DEL001,2021-08-18,2021-08-28,2021-08-28,Received,28751132.41,7811364.039800001,36562496.44980001
PO-438947,SUP0006,HYD001,2020-06-19,2020-06-29,2020-06-29,Received,312880.08,56318.4144,369198.4944
PO-678711,SUP0006,KOL001,2023-10-05,2023-10-15,2023-10-14,Received,21925297.08,5959831.7974000005,27885128.877400003
PO-843250,SUP0002,DEL001,2023-07-11,2023-07-21,2023-07-21,Received,8709521.41,2247498.3408000004,10957019.7508
PO-519265,SUP0001,KOL001,2023-10-05,2023-10-24,2023-10-24,Received,23180583.02,6490563.2456,29671146.265600003
PO-409098,SUP0001,PUN001,2022-10-03,2022-10-22,2022-10-22,Received,12585432.32,3483860.9236000003,16069293.243600002
PO-857971,SUP0006,PUN001,2020-06-01,2020-06-11,2020-06-11,Received,13971752.57,3891300.367600001,17863052.9376
PO-796835,SUP0008,CHN001,2022-05-27,2022-06-22,2022-06-26,Received,10732731.3,2950775.338,13683506.638
PO-547153,SUP0004,HYD001,2019-06-08,2019-06-26,2019-06-26,Received,6257177.96,1696149.1328,7953327.0928
PO-849578,SUP0006,CHN001,2020-03-04,2020-03-14,2020-03-14,Received,5451810.03,1464932.7774000005,6916742.8074
PO-379381,SUP0006,CHN001,2023-10-20,2023-10-30,2023-10-30,Received,24794324.72,6661957.572600001,31456282.2926
PO-870465,SUP0002,AHM001,2021-12-04,2021-12-14,2021-12-14,Received,3332393.95,702167.865,4034561.815
PO-991720,SUP0002,HYD001,2022-03-03,2022-03-13,2022-03-13,Received,8041383.319999999,2240883.3076000004,10282266.6276
PO-136987,SUP0008,DEL001,2019-12-06,2020-01-01,2020-01-01,Received,2769176.45,765223.389,3534399.839
PO-956371,SUP0008,DEL001,2021-12-27,2022-01-22,2022-01-24,Received,1840066.35,515218.578,2355284.928
PO-352237,SUP0001,HYD001,2024-02-24,2024-03-14,2024-03-19,Received,7153443.98,1734798.2744,8888242.2544
PO-466953,SUP0006,CHN001,2022-03-20,2022-03-30,2022-03-30,Received,9550481.21,2646605.3298000004,12197086.5398
PO-665368,SUP0008,HYD001,2019-01-16,2019-02-11,2019-02-11,Received,1976396.84,365039.2062,2341436.0462
PO-765372,SUP0001,AHM001,2021-07-17,2021-08-05,2021-08-05,Received,18380934.82,5050679.408600001,23431614.2286
PO-938449,SUP0008,CHN001,2023-02-25,2023-03-23,2023-03-23,Received,26478174.33,7386012.8184,33864187.148399994
PO-351094,SUP0005,KOL001,2019-03-24,2019-04-21,2019-04-21,Received,8319327.689999999,2282069.6352,10601397.3252
PO-357379,SUP0001,HYD001,2019-08-18,2019-09-06,2019-09-06,Received,9893779.74,2603597.0822,12497376.8222
PO-572531,SUP0006,KOL001,2020-09-12,2020-09-22,2020-09-22,Received,5947847.1,1569111.483,7516958.583000001
PO-333578,SUP0005,HYD001,2024-01-31,2024-02-28,,Cancelled,14717143.16,4078968.7948,18796111.9548
PO-992238,SUP0006,AHM001,2022-12-24,2023-01-03,,Cancelled,9181799.63,2260598.2954,11442397.9254
PO-136697,SUP0008,HYD001,2023-09-28,2023-10-24,2023-10-24,Received,9180953.22,2504763.1886,11685716.4086
PO-579456,SUP0008,PUN001,2019-02-17,2019-03-15,2019-03-15,Received,20193920.69,5558498.688200001,25752419.3782
PO-160796,SUP0004,HYD001,2022-09-21,2022-10-09,2022-10-09,Received,4717073.41,1311028.9188,6028102.3288
PO-857274,SUP0001,CHN001,2024-01-28,2024-02-16,2024-02-17,Received,1280920.02,358657.60560000007,1639577.6256
PO-650931,SUP0002,CHN001,2022-02-21,2022-03-03,2022-03-03,Received,39280026.29,10829145.6532,50109171.94320001
PO-460543,SUP0002,DEL001,2020-08-05,2020-08-15,2020-08-15,Received,27310022.2,7416286.411,34726308.611
PO-966745,SUP0006,CHN001,2020-01-16,2020-01-26,2020-01-26,Received,1104127.56,309155.71680000005,1413283.2768
PO-569780,SUP0003,PUN001,2020-03-07,2020-03-23,2020-03-23,Received,15110513.38,4105171.0844,19215684.4644
PO-215984,SUP0006,CHN001,2019-03-10,2019-03-20,2019-03-20,Received,2680532.98,574306.3234,3254839.3034
PO-475334,SUP0006,CHN001,2019-06-07,2019-06-17,2019-06-17,Received,20475040.62,5642967.977600001,26118008.5976
PO-291029,SUP0001,CHN001,2020-07-25,2020-08-13,2020-08-15,Received,7864675.109999999,2176960.4948,10041635.6048
PO-938414,SUP0003,DEL001,2021-08-10,2021-08-26,2021-08-24,Received,19284390.74,5216176.5592,24500567.2992
PO-887334,SUP0001,CHN001,2023-06-07,2023-06-26,2023-06-26,Received,25966809.0,7235625.175000001,33202434.175
PO-787878,SUP0002,DEL001,2021-08-12,2021-08-22,2021-08-22,Received,225935.82,40668.44759999999,266604.2676
PO-595018,SUP0003,KOL001,2021-11-23,2021-12-09,2021-12-09,Received,20905366.360000003,5784716.2498,26690082.609800003
PO-760552,SUP0001,HYD001,2019-06-02,2019-06-21,2019-06-26,Received,41363366.25,11361567.188,52724933.43799999
PO-367932,SUP0004,KOL001,2019-10-03,2019-10-21,2019-10-21,Received,18181387.21,4809400.612800001,22990787.8228
PO-847935,SUP0004,KOL001,2021-10-01,2021-10-19,2021-10-24,Received,14824442.17,4035488.836600001,18859931.0066
PO-642169,SUP0001,KOL001,2024-06-13,2024-07-02,2024-07-02,Received,21733063.79,5857646.398200001,27590710.1882
PO-736612,SUP0004,HYD001,2019-01-15,2019-02-02,2019-02-04,Received,3470075.43,921565.2174,4391640.6474
PO-803333,SUP0007,AHM001,2022-07-22,2022-08-03,,Cancelled,17882292.02,5007041.7656000005,22889333.785600003
PO-539253,SUP0006,PUN001,2022-02-24,2022-03-06,2022-03-06,Received,230657.7,41518.386,272176.086
PO-337387,SUP0004,PUN001,2021-09-22,2021-10-10,2021-10-10,Received,14039837.04,3887861.6292,17927698.6692
PO-852491,SUP0006,AHM001,2022-06-09,2022-06-19,2022-06-19,Received,4327346.84,1211657.1152,5539003.9552
PO-238283,SUP0003,AHM001,2022-01-14,2022-01-30,2022-01-30,Received,211298.99,38033.8182,249332.8082
PO-640766,SUP0005,AHM001,2024-11-27,2024-12-25,2024-12-25,Received,21471.39,3864.8502,25336.2402
PO-949800,SUP0008,AHM001,2021-05-26,2021-06-21,2021-06-21,Received,8698191.040000001,2343332.0392,11041523.0792
PO-451663,SUP0004,KOL001,2022-10-03,2022-10-21,2022-10-21,Received,9752148.4,2728242.3160000006,12480390.716
PO-448778,SUP0005,HYD001,2024-12-03,2024-12-31,2024-12-31,Received,17175102.25,4422041.457,21597143.707
PO-562776,SUP0002,CHN001,2022-04-24,2022-05-04,2022-05-04,Received,8596571.19,2396746.9932000004,10993318.183200002
PO-893573,SUP0008,HYD001,2020-02-05,2020-03-02,,Cancelled,9307454.6,2540744.795,11848199.395
PO-347535,SUP0008,PUN001,2020-05-08,2020-06-03,2020-06-02,Received,938799.75,262863.93000000005,1201663.6800000002
PO-731156,SUP0002,PUN001,2023-11-03,2023-11-13,2023-11-13,Received,26489474.87,7139789.059600001,33629263.9296
PO-596453,SUP0006,HYD001,2023-03-14,2023-03-24,2023-03-24,Received,14091399.6,3802393.4730000007,17893793.073
PO-858026,SUP0005,CHN001,2024-03-23,2024-04-20,2024-04-21,Received,971374.53,271984.8684,1243359.3983999998
PO-192105,SUP0008,AHM001,2022-03-05,2022-03-31,2022-04-07,Received,1207826.86,333108.5028,1540935.3628
PO-931687,SUP0005,DEL001,2019-11-15,2019-12-13,2019-12-13,Received,6211733.67,1725831.4676,7937565.1376
PO-187013,SUP0007,AHM001,2023-07-15,2023-07-27,2023-07-27,Received,14254059.56,3606392.730800001,17860452.290799998
PO-111648,SUP0005,CHN001,2024-08-25,2024-09-22,2024-09-22,Received,39814666.49,11108448.9412,50923115.4312
PO-318544,SUP0008,DEL001,2022-05-17,2022-06-12,2022-06-12,Received,11807555.23,3298880.0314000007,15106435.2614
PO-696106,SUP0004,AHM001,2024-02-14,2024-03-03,2024-03-03,Received,2809713.99,781024.9422,3590738.9322
PO-975335,SUP0007,HYD001,2021-03-24,2021-04-05,2021-04-05,Received,20669227.76,5755835.8628,26425063.622800004
PO-630247,SUP0002,CHN001,2021-08-31,2021-09-10,,Cancelled,10195754.16,2519888.6928000003,12715642.8528
PO-568140,SUP0004,PUN001,2019-02-01,2019-02-19,2019-02-17,Received,31110299.73,8670582.8704,39780882.6004
PO-945331,SUP0007,DEL001,2022-05-13,2022-05-25,2022-05-25,Received,2776690.02,735860.2726,3512550.2926
PO-616185,SUP0003,KOL001,2020-07-19,2020-08-04,2020-08-04,Received,10997206.27,2964449.271600001,13961655.541600002
PO-425664,SUP0002,CHN001,2024-01-17,2024-01-27,2024-01-27,Received,1415317.12,389141.17760000005,1804458.2976
PO-617740,SUP0002,PUN001,2024-07-19,2024-07-29,,Cancelled,6521855.12,1571951.0796000003,8093806.1996
PO-784072,SUP0005,KOL001,2020-02-27,2020-03-26,2020-03-26,Received,9382955.47,2511361.8036000007,11894317.2736
PO-236617,SUP0005,HYD001,2021-09-22,2021-10-20,2021-10-20,Received,22070524.41,6139663.2738,28210187.6838
PO-373915,SUP0008,PUN001,2024-11-05,2024-12-01,2024-12-01,Received,22152958.55,5789785.005,27942743.555
PO-107176,SUP0007,DEL001,2020-05-19,2020-05-31,2020-05-31,Received,6138679.08,1653755.9074,7792434.987399999
PO-180750,SUP0007,CHN001,2022-07-24,2022-08-05,2022-08-05,Received,19996638.85,5546860.41,25543499.26
PO-411145,SUP0007,HYD001,2019-04-21,2019-05-03,2019-05-03,Received,50599713.900000006,13885373.406,64485087.306
PO-277423,SUP0002,HYD001,2020-09-05,2020-09-15,2020-09-15,Received,7720968.74,2106427.5252000005,9827396.265200002
PO-658917,SUP0001,HYD001,2020-10-17,2020-11-05,2020-11-05,Received,7190327.23,2013291.6244000003,9203618.8544
