movement_id,product_id,branch_id,movement_type,movement_date,quantity,reference_type,reference_id,running_balance
MOV-IN-45256,P028,AHM001,IN,2019-09-07,77,PO,PO-193292,12485
MOV-IN-79774,P028,AHM001,IN,2019-09-07,246,PO,PO-338374,12731
MOV-IN-85075,P028,AHM001,IN,2019-09-08,44,PO,PO-403049,12775
MOV-OUT-214419,P028,AHM001,OUT,2019-09-10,5,SO,SO-861569,12770
MOV-OUT-152295,P028,AHM001,OUT,2019-09-13,12,SO,SO-526565,12758
MOV-IN-52393,P028,AHM001,IN,2019-09-13,104,PO,PO-941340,12862
MOV-OUT-139469,P028,AHM001,OUT,2019-09-14,13,SO,SO-745511,12849
MOV-IN-121911,P028,AHM001,IN,2019-09-16,223,PO,PO-473982,13072
MOV-OUT-225757,P028,AHM001,OUT,2019-09-18,20,SO,SO-102648,13052
MOV-IN-62498,P028,AHM001,IN,2019-09-19,224,PO,PO-712132,13276
MOV-OUT-228680,P028,AHM001,OUT,2019-09-19,2,SO,SO-806206,13274
MOV-IN-3387,P028,AHM001,IN,2019-09-20,219,PO,PO-523522,13493
MOV-IN-61715,P028,AHM001,IN,2019-09-20,237,PO,PO-852789,13730
MOV-IN-131515,P028,AHM001,IN,2019-09-23,292,PO,PO-305563,14022
MOV-OUT-159599,P028,AHM001,OUT,2019-09-28,2,SO,SO-162446,14020
MOV-IN-74330,P028,AHM001,IN,2019-09-29,210,PO,PO-418546,14230
MOV-OUT-223160,P028,AHM001,OUT,2019-09-29,12,SO,SO-144302,14218
MOV-OUT-223164,P028,AHM001,OUT,2019-09-29,14,SO,SO-144302,14204
MOV-OUT-143972,P028,AHM001,OUT,2019-10-03,11,SO,SO-750780,14193
MOV-OUT-143308,P028,AHM001,OUT,2019-10-12,15,SO,SO-209707,14178
MOV-OUT-219069,P028,AHM001,OUT,2019-10-13,10,SO,SO-277527,14168
MOV-IN-151384,P028,AHM001,IN,2019-10-16,79,PO,PO-402942,14247
MOV-OUT-199184,P028,AHM001,OUT,2019-10-17,6,SO,SO-394136,14241
MOV-IN-83412,P028,AHM001,IN,2019-10-22,130,PO,PO-713934,14371
MOV-OUT-154691,P028,AHM001,OUT,2019-10-24,13,SO,SO-166695,14358
MOV-IN-110981,P028,AHM001,IN,2019-10-24,60,PO,PO-641749,14418
MOV-OUT-248120,P028,AHM001,OUT,2019-10-25,20,SO,SO-951824,14398
MOV-IN-39238,P028,AHM001,IN,2019-10-26,78,PO,PO-975414,14476
MOV-IN-39241,P028,AHM001,IN,2019-10-26,47,PO,PO-975414,14523
MOV-OUT-194527,P028,AHM001,OUT,2019-10-26,15,SO,SO-257369,14508
MOV-IN-123580,P028,AHM001,IN,2019-10-27,138,PO,PO-151552,14646
MOV-IN-128634,P028,AHM001,IN,2019-10-28,111,PO,PO-920973,14757
MOV-IN-82192,P028,AHM001,IN,2019-10-29,235,PO,PO-311484,14992
MOV-IN-18014,P028,AHM001,IN,2019-11-01,97,PO,PO-885749,15089
MOV-OUT-257494,P028,AHM001,OUT,2019-11-01,9,SO,SO-412030,15080
MOV-IN-30664,P028,AHM001,IN,2019-11-03,122,PO,PO-283341,15202
MOV-IN-30662,P028,AHM001,IN,2019-11-03,177,PO,PO-283341,15379
MOV-IN-10182,P028,AHM001,IN,2019-11-04,205,PO,PO-290101,15584
MOV-OUT-131934,P028,AHM001,OUT,2019-11-04,4,SO,SO-742015,15580
MOV-IN-6119,P028,AHM001,IN,2019-11-06,121,PO,PO-793417,15701
MOV-OUT-191958,P028,AHM001,OUT,2019-11-07,4,SO,SO-151603,15697
MOV-IN-69305,P028,AHM001,IN,2019-11-09,178,PO,PO-462582,15875
MOV-IN-69819,P028,AHM001,IN,2019-11-16,294,PO,PO-989283,16169
MOV-IN-83730,P028,AHM001,IN,2019-11-17,91,PO,PO-195168,16260
MOV-IN-83731,P028,AHM001,IN,2019-11-17,60,PO,PO-195168,16320
MOV-IN-101177,P028,AHM001,IN,2019-11-18,178,PO,PO-212953,16498
MOV-OUT-203987,P028,AHM001,OUT,2019-11-20,14,SO,SO-950424,16484
MOV-OUT-203989,P028,AHM001,OUT,2019-11-20,18,SO,SO-950424,16466
MOV-IN-18108,P028,AHM001,IN,2019-11-25,75,PO,PO-921152,16541
MOV-OUT-256100,P028,AHM001,OUT,2019-11-25,15,SO,SO-781029,16526
MOV-IN-102008,P028,AHM001,IN,2019-11-27,180,PO,PO-802306,16706
MOV-OUT-182587,P028,AHM001,OUT,2019-11-27,15,SO,SO-121132,16691
MOV-OUT-182589,P028,AHM001,OUT,2019-11-27,14,SO,SO-121132,16677
MOV-OUT-182590,P028,AHM001,OUT,2019-11-27,20,SO,SO-121132,16657
MOV-OUT-182594,P028,AHM001,OUT,2019-11-27,20,SO,SO-121132,16637
MOV-OUT-255596,P028,AHM001,OUT,2019-11-29,4,SO,SO-784185,16633
MOV-IN-79924,P028,AHM001,IN,2019-11-29,164,PO,PO-589637,16797
MOV-IN-98460,P028,AHM001,IN,2019-11-30,95,PO,PO-105740,16892
MOV-OUT-153834,P028,AHM001,OUT,2019-12-02,11,SO,SO-425909,16881
MOV-IN-100555,P028,AHM001,IN,2019-12-03,89,PO,PO-298487,16970
MOV-OUT-156966,P028,AHM001,OUT,2019-12-04,18,SO,SO-925117,16952
MOV-OUT-131581,P028,AHM001,OUT,2019-12-06,4,SO,SO-551338,16948
MOV-IN-111852,P028,AHM001,IN,2019-12-07,245,PO,PO-565313,17193
MOV-IN-113909,P028,AHM001,IN,2019-12-07,139,PO,PO-276490,17332
MOV-OUT-257919,P028,AHM001,OUT,2019-12-07,14,SO,SO-215814,17318
MOV-OUT-183064,P028,AHM001,OUT,2019-12-11,9,SO,SO-618984,17309
MOV-IN-23257,P028,AHM001,IN,2019-12-13,237,PO,PO-125444,17546
MOV-IN-23081,P028,AHM001,IN,2019-12-15,225,PO,PO-122808,17771
MOV-IN-143356,P028,AHM001,IN,2019-12-15,163,PO,PO-161062,17934
MOV-IN-50087,P028,AHM001,IN,2019-12-17,173,PO,PO-639742,18107
MOV-OUT-171705,P028,AHM001,OUT,2019-12-18,15,SO,SO-479143,18092
MOV-IN-42491,P028,AHM001,IN,2019-12-20,87,PO,PO-332197,18179
MOV-IN-54335,P028,AHM001,IN,2019-12-21,254,PO,PO-893487,18433
MOV-IN-63980,P028,AHM001,IN,2019-12-21,167,PO,PO-937311,18600
MOV-IN-40526,P028,AHM001,IN,2019-12-25,210,PO,PO-998310,18810
MOV-IN-45159,P028,AHM001,IN,2019-12-25,294,PO,PO-815046,19104
MOV-IN-101211,P028,AHM001,IN,2019-12-29,244,PO,PO-313542,19348
MOV-IN-35947,P028,AHM001,IN,2019-12-30,139,PO,PO-137372,19487
MOV-OUT-174716,P028,AHM001,OUT,2019-12-31,6,SO,SO-994940,19481
MOV-OUT-192758,P028,AHM001,OUT,2019-12-31,16,SO,SO-305874,19465
MOV-IN-118978,P028,AHM001,IN,2020-01-01,85,PO,PO-384400,19550
MOV-IN-153836,P028,AHM001,IN,2020-01-05,69,PO,PO-828391,19619
MOV-IN-47022,P028,AHM001,IN,2020-01-08,290,PO,PO-202031,19909
MOV-IN-47023,P028,AHM001,IN,2020-01-08,272,PO,PO-202031,20181
MOV-OUT-256606,P028,AHM001,OUT,2020-01-12,17,SO,SO-206023,20164
MOV-OUT-256604,P028,AHM001,OUT,2020-01-12,6,SO,SO-206023,20158
MOV-OUT-148935,P028,AHM001,OUT,2020-01-12,7,SO,SO-626720,20151
MOV-OUT-148932,P028,AHM001,OUT,2020-01-12,15,SO,SO-626720,20136
MOV-OUT-137330,P028,AHM001,OUT,2020-01-12,11,SO,SO-417354,20125
MOV-OUT-148934,P028,AHM001,OUT,2020-01-12,12,SO,SO-626720,20113
MOV-OUT-178597,P028,AHM001,OUT,2020-01-15,9,SO,SO-718903,20104
MOV-OUT-256014,P028,AHM001,OUT,2020-01-20,9,SO,SO-274725,20095
MOV-OUT-163477,P028,AHM001,OUT,2020-01-22,7,SO,SO-164452,20088
MOV-OUT-135830,P028,AHM001,OUT,2020-01-25,19,SO,SO-287959,20069
MOV-OUT-210179,P028,AHM001,OUT,2020-01-25,18,SO,SO-539410,20051
MOV-ADJ-716,P028,AHM001,ADJUSTMENT,2020-01-29,30,ADJ,ADJ-716,20081
MOV-IN-86260,P028,AHM001,IN,2020-01-31,283,PO,PO-670817,20364
MOV-IN-144661,P028,AHM001,IN,2020-02-01,226,PO,PO-571881,20590
MOV-IN-80500,P028,AHM001,IN,2020-02-03,204,PO,PO-650236,20794
MOV-IN-2993,P028,AHM001,IN,2020-02-04,161,PO,PO-147856,20955
MOV-OUT-237219,P028,AHM001,OUT,2020-02-05,10,SO,SO-867542,20945
MOV-IN-77407,P028,AHM001,IN,2020-02-06,121,PO,PO-920359,21066
MOV-IN-146830,P028,AHM001,IN,2020-02-09,155,PO,PO-445208,21221
MOV-IN-48986,P028,AHM001,IN,2020-02-12,38,PO,PO-782674,21259
MOV-IN-92457,P028,AHM001,IN,2020-02-12,41,PO,PO-289377,21300
MOV-OUT-179438,P028,AHM001,OUT,2020-02-15,20,SO,SO-364397,21280
MOV-OUT-179433,P028,AHM001,OUT,2020-02-15,4,SO,SO-364397,21276
MOV-OUT-199625,P028,AHM001,OUT,2020-02-15,8,SO,SO-332940,21268
MOV-IN-71268,P028,AHM001,IN,2020-02-16,263,PO,PO-997621,21531
MOV-IN-19478,P028,AHM001,IN,2020-02-17,273,PO,PO-944261,21804
MOV-OUT-238995,P028,AHM001,OUT,2020-02-19,13,SO,SO-682585,21791
MOV-OUT-195746,P028,AHM001,OUT,2020-02-20,9,SO,SO-171611,21782
MOV-OUT-252111,P028,AHM001,OUT,2020-02-23,19,SO,SO-531935,21763
MOV-IN-87974,P028,AHM001,IN,2020-02-24,193,PO,PO-427463,21956
MOV-IN-114677,P028,AHM001,IN,2020-02-24,59,PO,PO-189268,22015
MOV-IN-97416,P028,AHM001,IN,2020-02-25,196,PO,PO-613587,22211
MOV-OUT-176069,P028,AHM001,OUT,2020-02-26,3,SO,SO-660536,22208
MOV-IN-4921,P028,AHM001,IN,2020-02-29,211,PO,PO-117772,22419
MOV-OUT-180397,P028,AHM001,OUT,2020-03-04,14,SO,SO-669098,22405
MOV-IN-58141,P028,AHM001,IN,2020-03-06,175,PO,PO-339453,22580
MOV-OUT-190629,P028,AHM001,OUT,2020-03-06,2,SO,SO-803904,22578
MOV-OUT-238837,P028,AHM001,OUT,2020-03-06,14,SO,SO-112341,22564
MOV-OUT-144849,P028,AHM001,OUT,2020-03-07,9,SO,SO-203599,22555
MOV-OUT-144854,P028,AHM001,OUT,2020-03-07,19,SO,SO-203599,22536
MOV-OUT-173931,P028,AHM001,OUT,2020-03-07,16,SO,SO-426601,22520
MOV-OUT-255265,P028,AHM001,OUT,2020-03-08,12,SO,SO-219825,22508
MOV-IN-29637,P028,AHM001,IN,2020-03-09,21,PO,PO-665827,22529
MOV-IN-104689,P028,AHM001,IN,2020-03-11,58,PO,PO-926150,22587
MOV-OUT-128014,P028,AHM001,OUT,2020-03-12,7,SO,SO-874829,22580
MOV-OUT-189804,P028,AHM001,OUT,2020-03-15,14,SO,SO-531683,22566
MOV-IN-38856,P028,AHM001,IN,2020-03-17,250,PO,PO-551582,22816
MOV-IN-101470,P028,AHM001,IN,2020-03-19,29,PO,PO-270085,22845
MOV-IN-17553,P028,AHM001,IN,2020-03-21,248,PO,PO-841095,23093
MOV-OUT-160374,P028,AHM001,OUT,2020-03-21,10,SO,SO-984679,23083
MOV-OUT-167669,P028,AHM001,OUT,2020-03-21,17,SO,SO-827500,23066
MOV-OUT-167670,P028,AHM001,OUT,2020-03-21,6,SO,SO-827500,23060
MOV-OUT-241271,P028,AHM001,OUT,2020-03-23,8,SO,SO-474562,23052
MOV-OUT-241280,P028,AHM001,OUT,2020-03-23,2,SO,SO-474562,23050
MOV-IN-98280,P028,AHM001,IN,2020-03-26,186,PO,PO-338343,23236
MOV-IN-60778,P028,AHM001,IN,2020-03-26,47,PO,PO-251450,23283
MOV-IN-106836,P028,AHM001,IN,2020-03-27,227,PO,PO-103105,23510
MOV-IN-32149,P028,AHM001,IN,2020-03-29,119,PO,PO-941790,23629
MOV-IN-32151,P028,AHM001,IN,2020-03-29,106,PO,PO-941790,23735
MOV-IN-1564,P028,AHM001,IN,2020-03-30,50,PO,PO-815072,23785
MOV-OUT-141525,P028,AHM001,OUT,2020-03-31,19,SO,SO-738862,23766
MOV-OUT-165031,P028,AHM001,OUT,2020-03-31,10,SO,SO-835922,23756
MOV-OUT-216147,P028,AHM001,OUT,2020-04-02,1,SO,SO-176189,23755
MOV-OUT-216152,P028,AHM001,OUT,2020-04-02,19,SO,SO-176189,23736
MOV-OUT-244935,P028,AHM001,OUT,2020-04-03,2,SO,SO-590460,23734
MOV-IN-98020,P028,AHM001,IN,2020-04-03,116,PO,PO-407978,23850
MOV-IN-98013,P028,AHM001,IN,2020-04-03,233,PO,PO-407978,24083
MOV-IN-91286,P028,AHM001,IN,2020-04-03,93,PO,PO-376651,24176
MOV-OUT-179108,P028,AHM001,OUT,2020-04-07,17,SO,SO-286466,24159
MOV-OUT-254271,P028,AHM001,OUT,2020-04-07,2,SO,SO-605462,24157
MOV-OUT-252129,P028,AHM001,OUT,2020-04-11,9,SO,SO-909189,24148
MOV-OUT-252130,P028,AHM001,OUT,2020-04-11,4,SO,SO-909189,24144
MOV-OUT-230867,P028,AHM001,OUT,2020-04-12,13,SO,SO-981782,24131
MOV-OUT-141687,P028,AHM001,OUT,2020-04-14,4,SO,SO-995491,24127
MOV-OUT-250368,P028,AHM001,OUT,2020-04-14,18,SO,SO-623240,24109
MOV-IN-74076,P028,AHM001,IN,2020-04-15,111,PO,PO-935683,24220
MOV-IN-74075,P028,AHM001,IN,2020-04-15,267,PO,PO-935683,24487
MOV-OUT-176958,P028,AHM001,OUT,2020-04-17,7,SO,SO-330889,24480
MOV-OUT-153705,P028,AHM001,OUT,2020-04-18,7,SO,SO-436901,24473
MOV-OUT-193234,P028,AHM001,OUT,2020-04-19,7,SO,SO-215919,24466
MOV-OUT-170832,P028,AHM001,OUT,2020-04-20,18,SO,SO-927358,24448
MOV-OUT-151243,P028,AHM001,OUT,2020-04-22,12,SO,SO-197913,24436
MOV-OUT-151246,P028,AHM001,OUT,2020-04-22,15,SO,SO-197913,24421
MOV-IN-21759,P028,AHM001,IN,2020-04-25,79,PO,PO-124872,24500
MOV-OUT-160597,P028,AHM001,OUT,2020-04-26,10,SO,SO-162752,24490
MOV-IN-135422,P028,AHM001,IN,2020-04-28,287,PO,PO-378818,24777
MOV-OUT-174394,P028,AHM001,OUT,2020-04-30,3,SO,SO-334170,24774
MOV-ADJ-2272,P028,AHM001,ADJUSTMENT,2020-05-02,49,ADJ,ADJ-2272,24823
MOV-IN-129604,P028,AHM001,IN,2020-05-09,226,PO,PO-282681,25049
MOV-OUT-136265,P028,AHM001,OUT,2020-05-10,12,SO,SO-195248,25037
MOV-IN-101987,P028,AHM001,IN,2020-05-11,269,PO,PO-427353,25306
MOV-IN-63542,P028,AHM001,IN,2020-05-13,289,PO,PO-968960,25595
MOV-IN-63543,P028,AHM001,IN,2020-05-13,203,PO,PO-968960,25798
MOV-IN-63544,P028,AHM001,IN,2020-05-13,172,PO,PO-968960,25970
MOV-OUT-197032,P028,AHM001,OUT,2020-05-13,3,SO,SO-869371,25967
MOV-IN-13916,P028,AHM001,IN,2020-05-14,102,PO,PO-933783,26069
MOV-OUT-254926,P028,AHM001,OUT,2020-05-15,17,SO,SO-574288,26052
MOV-OUT-221044,P028,AHM001,OUT,2020-05-15,17,SO,SO-474407,26035
MOV-OUT-254925,P028,AHM001,OUT,2020-05-15,4,SO,SO-574288,26031
MOV-IN-4851,P028,AHM001,IN,2020-05-16,28,PO,PO-716353,26059
MOV-OUT-175452,P028,AHM001,OUT,2020-05-16,8,SO,SO-906402,26051
MOV-OUT-252307,P028,AHM001,OUT,2020-05-16,10,SO,SO-553661,26041
MOV-IN-133705,P028,AHM001,IN,2020-05-17,116,PO,PO-628434,26157
MOV-IN-16427,P028,AHM001,IN,2020-05-19,120,PO,PO-103878,26277
MOV-OUT-179806,P028,AHM001,OUT,2020-05-19,16,SO,SO-102988,26261
MOV-IN-7509,P028,AHM001,IN,2020-05-21,63,PO,PO-570698,26324
MOV-IN-7903,P028,AHM001,IN,2020-05-21,169,PO,PO-103427,26493
MOV-OUT-186675,P028,AHM001,OUT,2020-05-22,13,SO,SO-947217,26480
MOV-OUT-210120,P028,AHM001,OUT,2020-05-24,12,SO,SO-220086,26468
MOV-OUT-214451,P028,AHM001,OUT,2020-05-24,4,SO,SO-448383,26464
MOV-OUT-214456,P028,AHM001,OUT,2020-05-24,9,SO,SO-448383,26455
MOV-IN-112472,P028,AHM001,IN,2020-05-27,105,PO,PO-830368,26560
MOV-OUT-141751,P028,AHM001,OUT,2020-05-28,17,SO,SO-513319,26543
MOV-IN-96899,P028,AHM001,IN,2020-06-01,299,PO,PO-888023,26842
MOV-IN-89128,P028,AHM001,IN,2020-06-02,257,PO,PO-379301,27099
MOV-OUT-180571,P028,AHM001,OUT,2020-06-02,10,SO,SO-206606,27089
MOV-IN-148122,P028,AHM001,IN,2020-06-06,250,PO,PO-585881,27339
MOV-IN-88986,P028,AHM001,IN,2020-06-09,273,PO,PO-523436,27612
MOV-IN-64880,P028,AHM001,IN,2020-06-09,138,PO,PO-971923,27750
MOV-IN-24186,P028,AHM001,IN,2020-06-10,218,PO,PO-756390,27968
MOV-IN-91691,P028,AHM001,IN,2020-06-10,36,PO,PO-802203,28004
MOV-IN-91695,P028,AHM001,IN,2020-06-10,148,PO,PO-802203,28152
MOV-OUT-152376,P028,AHM001,OUT,2020-06-10,16,SO,SO-530873,28136
MOV-OUT-141131,P028,AHM001,OUT,2020-06-11,3,SO,SO-782260,28133
MOV-OUT-138238,P028,AHM001,OUT,2020-06-13,12,SO,SO-973288,28121
MOV-OUT-214905,P028,AHM001,OUT,2020-06-15,9,SO,SO-155881,28112
MOV-IN-80865,P028,AHM001,IN,2020-06-17,56,PO,PO-961657,28168
MOV-IN-33197,P028,AHM001,IN,2020-06-20,237,PO,PO-337435,28405
MOV-OUT-171579,P028,AHM001,OUT,2020-06-26,13,SO,SO-148380,28392
MOV-IN-46019,P028,AHM001,IN,2020-06-26,175,PO,PO-858854,28567
MOV-OUT-171578,P028,AHM001,OUT,2020-06-26,18,SO,SO-148380,28549
MOV-IN-150071,P028,AHM001,IN,2020-06-27,81,PO,PO-465446,28630
MOV-OUT-154195,P028,AHM001,OUT,2020-07-04,5,SO,SO-523988,28625
MOV-OUT-199891,P028,AHM001,OUT,2020-07-08,10,SO,SO-961417,28615
MOV-OUT-169346,P028,AHM001,OUT,2020-07-10,3,SO,SO-355674,28612
MOV-OUT-145338,P028,AHM001,OUT,2020-07-11,5,SO,SO-398368,28607
MOV-OUT-145343,P028,AHM001,OUT,2020-07-11,10,SO,SO-398368,28597
MOV-OUT-214392,P028,AHM001,OUT,2020-07-13,2,SO,SO-219450,28595
MOV-OUT-234822,P028,AHM001,OUT,2020-07-13,14,SO,SO-302114,28581
MOV-IN-141471,P028,AHM001,IN,2020-07-14,252,PO,PO-546604,28833
MOV-OUT-153008,P028,AHM001,OUT,2020-07-14,6,SO,SO-781769,28827
MOV-IN-16236,P028,AHM001,IN,2020-07-17,48,PO,PO-498037,28875
MOV-IN-81035,P028,AHM001,IN,2020-07-17,297,PO,PO-514387,29172
MOV-IN-49598,P028,AHM001,IN,2020-07-18,239,PO,PO-598490,29411
MOV-OUT-191989,P028,AHM001,OUT,2020-07-23,17,SO,SO-286043,29394
MOV-OUT-151868,P028,AHM001,OUT,2020-07-27,4,SO,SO-973141,29390
MOV-OUT-162520,P028,AHM001,OUT,2020-07-27,1,SO,SO-889162,29389
MOV-OUT-151863,P028,AHM001,OUT,2020-07-27,18,SO,SO-973141,29371
MOV-IN-109887,P028,AHM001,IN,2020-07-28,57,PO,PO-406139,29428
MOV-IN-47761,P028,AHM001,IN,2020-07-28,185,PO,PO-384999,29613
MOV-IN-112459,P028,AHM001,IN,2020-07-31,85,PO,PO-960260,29698
MOV-OUT-180262,P028,AHM001,OUT,2020-07-31,2,SO,SO-929025,29696
MOV-OUT-180269,P028,AHM001,OUT,2020-07-31,12,SO,SO-929025,29684
MOV-OUT-195514,P028,AHM001,OUT,2020-08-07,9,SO,SO-713571,29675
MOV-IN-62440,P028,AHM001,IN,2020-08-09,48,PO,PO-826324,29723
MOV-IN-69135,P028,AHM001,IN,2020-08-11,286,PO,PO-924699,30009
MOV-OUT-197217,P028,AHM001,OUT,2020-08-11,2,SO,SO-822372,30007
MOV-OUT-182445,P028,AHM001,OUT,2020-08-12,5,SO,SO-312982,30002
MOV-OUT-140058,P028,AHM001,OUT,2020-08-15,4,SO,SO-289522,29998
MOV-OUT-128398,P028,AHM001,OUT,2020-08-17,11,SO,SO-736045,29987
MOV-IN-150815,P028,AHM001,IN,2020-08-18,239,PO,PO-631476,30226
MOV-OUT-242812,P028,AHM001,OUT,2020-08-18,19,SO,SO-576974,30207
MOV-OUT-190563,P028,AHM001,OUT,2020-08-20,19,SO,SO-743003,30188
MOV-IN-13052,P028,AHM001,IN,2020-08-21,185,PO,PO-432257,30373
MOV-IN-67489,P028,AHM001,IN,2020-08-21,136,PO,PO-117763,30509
MOV-OUT-150028,P028,AHM001,OUT,2020-08-25,17,SO,SO-658805,30492
MOV-OUT-190945,P028,AHM001,OUT,2020-08-26,5,SO,SO-577481,30487
MOV-OUT-225944,P028,AHM001,OUT,2020-08-27,15,SO,SO-211994,30472
MOV-IN-39611,P028,AHM001,IN,2020-08-28,199,PO,PO-154157,30671
MOV-IN-45307,P028,AHM001,IN,2020-08-29,169,PO,PO-880342,30840
MOV-IN-36045,P028,AHM001,IN,2020-08-29,123,PO,PO-263285,30963
MOV-IN-45305,P028,AHM001,IN,2020-08-29,200,PO,PO-880342,31163
MOV-IN-18319,P028,AHM001,IN,2020-08-31,247,PO,PO-847162,31410
MOV-IN-125371,P028,AHM001,IN,2020-09-04,272,PO,PO-400218,31682
MOV-OUT-135222,P028,AHM001,OUT,2020-09-04,7,SO,SO-240706,31675
MOV-IN-58086,P028,AHM001,IN,2020-09-06,159,PO,PO-323398,31834
MOV-OUT-213188,P028,AHM001,OUT,2020-09-07,10,SO,SO-254296,31824
MOV-IN-84908,P028,AHM001,IN,2020-09-08,285,PO,PO-777622,32109
MOV-OUT-235161,P028,AHM001,OUT,2020-09-09,15,SO,SO-225107,32094
MOV-IN-669,P028,AHM001,IN,2020-09-09,58,PO,PO-186299,32152
MOV-OUT-235166,P028,AHM001,OUT,2020-09-09,9,SO,SO-225107,32143
MOV-IN-155195,P028,AHM001,IN,2020-09-10,53,PO,PO-484271,32196
MOV-IN-22298,P028,AHM001,IN,2020-09-15,139,PO,PO-859848,32335
MOV-OUT-145579,P028,AHM001,OUT,2020-09-16,13,SO,SO-998795,32322
MOV-OUT-245246,P028,AHM001,OUT,2020-09-18,10,SO,SO-461917,32312
MOV-OUT-243238,P028,AHM001,OUT,2020-09-20,15,SO,SO-152835,32297
MOV-OUT-173217,P028,AHM001,OUT,2020-09-23,6,SO,SO-475034,32291
MOV-IN-45782,P028,AHM001,IN,2020-09-25,254,PO,PO-462927,32545
MOV-IN-52774,P028,AHM001,IN,2020-09-25,217,PO,PO-853420,32762
MOV-IN-22378,P028,AHM001,IN,2020-09-29,29,PO,PO-705038,32791
MOV-IN-128982,P028,AHM001,IN,2020-09-30,190,PO,PO-840670,32981
MOV-OUT-148084,P028,AHM001,OUT,2020-10-01,7,SO,SO-121429,32974
MOV-OUT-178561,P028,AHM001,OUT,2020-10-03,13,SO,SO-339170,32961
MOV-OUT-178564,P028,AHM001,OUT,2020-10-03,14,SO,SO-339170,32947
MOV-IN-8862,P028,AHM001,IN,2020-10-07,104,PO,PO-238046,33051
MOV-IN-28195,P028,AHM001,IN,2020-10-08,156,PO,PO-947614,33207
MOV-OUT-186178,P028,AHM001,OUT,2020-10-10,10,SO,SO-753500,33197
MOV-OUT-217367,P028,AHM001,OUT,2020-10-13,14,SO,SO-612330,33183
MOV-IN-127125,P028,AHM001,IN,2020-10-14,224,PO,PO-153509,33407
MOV-IN-136506,P028,AHM001,IN,2020-10-20,54,PO,PO-335375,33461
MOV-OUT-226533,P028,AHM001,OUT,2020-10-20,9,SO,SO-549979,33452
MOV-OUT-210042,P028,AHM001,OUT,2020-10-22,9,SO,SO-275641,33443
MOV-OUT-210043,P028,AHM001,OUT,2020-10-22,5,SO,SO-275641,33438
MOV-OUT-210048,P028,AHM001,OUT,2020-10-22,3,SO,SO-275641,33435
MOV-OUT-143240,P028,AHM001,OUT,2020-10-25,15,SO,SO-300719,33420
MOV-IN-41483,P028,AHM001,IN,2020-10-28,99,PO,PO-331439,33519
MOV-IN-81704,P028,AHM001,IN,2020-10-29,275,PO,PO-566468,33794
MOV-OUT-175044,P028,AHM001,OUT,2020-10-29,15,SO,SO-173478,33779
MOV-IN-51461,P028,AHM001,IN,2020-10-30,66,PO,PO-993620,33845
MOV-IN-51460,P028,AHM001,IN,2020-10-30,181,PO,PO-993620,34026
MOV-IN-122033,P028,AHM001,IN,2020-10-31,55,PO,PO-375722,34081
MOV-IN-133424,P028,AHM001,IN,2020-10-31,102,PO,PO-192130,34183
MOV-OUT-127943,P028,AHM001,OUT,2020-10-31,12,SO,SO-826878,34171
MOV-OUT-184519,P028,AHM001,OUT,2020-10-31,12,SO,SO-837648,34159
MOV-IN-20337,P028,AHM001,IN,2020-11-01,76,PO,PO-317511,34235
MOV-OUT-137909,P028,AHM001,OUT,2020-11-02,4,SO,SO-138345,34231
MOV-OUT-137910,P028,AHM001,OUT,2020-11-02,6,SO,SO-138345,34225
MOV-OUT-207988,P028,AHM001,OUT,2020-11-07,12,SO,SO-700827,34213
MOV-IN-94519,P028,AHM001,IN,2020-11-08,157,PO,PO-285144,34370
MOV-IN-24673,P028,AHM001,IN,2020-11-10,104,PO,PO-157811,34474
MOV-IN-131531,P028,AHM001,IN,2020-11-12,259,PO,PO-129690,34733
MOV-IN-24821,P028,AHM001,IN,2020-11-15,26,PO,PO-172892,34759
MOV-OUT-252224,P028,AHM001,OUT,2020-11-17,18,SO,SO-840933,34741
MOV-IN-100983,P028,AHM001,IN,2020-11-18,266,PO,PO-253289,35007
MOV-IN-113519,P028,AHM001,IN,2020-11-20,255,PO,PO-687984,35262
MOV-IN-58001,P028,AHM001,IN,2020-11-22,107,PO,PO-110614,35369
MOV-OUT-184066,P028,AHM001,OUT,2020-11-25,8,SO,SO-114173,35361
MOV-OUT-137107,P028,AHM001,OUT,2020-11-25,9,SO,SO-747433,35352
MOV-OUT-206869,P028,AHM001,OUT,2020-11-26,18,SO,SO-948538,35334
MOV-OUT-201453,P028,AHM001,OUT,2020-11-27,17,SO,SO-296719,35317
MOV-OUT-138898,P028,AHM001,OUT,2020-11-27,4,SO,SO-220912,35313
MOV-OUT-214809,P028,AHM001,OUT,2020-11-28,20,SO,SO-603920,35293
MOV-IN-72980,P028,AHM001,IN,2020-11-29,240,PO,PO-871604,35533
MOV-IN-100,P028,AHM001,IN,2020-12-01,89,PO,PO-171706,35622
MOV-IN-98239,P028,AHM001,IN,2020-12-01,223,PO,PO-461015,35845
MOV-OUT-198134,P028,AHM001,OUT,2020-12-01,6,SO,SO-308070,35839
MOV-OUT-244802,P028,AHM001,OUT,2020-12-01,15,SO,SO-878533,35824
MOV-IN-99971,P028,AHM001,IN,2020-12-03,237,PO,PO-502899,36061
MOV-IN-99973,P028,AHM001,IN,2020-12-03,209,PO,PO-502899,36270
