invoice_uid,invoice_id,so_id,customer_id,branch_id,invoice_date,due_date,total_order_value,total_gst_amount,grand_total,payment_status,invoice_id_ambiguous
INVUID-012369,INV-156647,SO-128775,C0165,DEL001,2023-10-19,2023-12-18,2895260,802761.8,3698021.8,Paid,False
INVUID-012370,INV-436812,SO-970329,C0290,AHM001,2022-06-16,2022-07-16,70030,12605.4,82635.4,Paid,False
INVUID-012371,INV-630128,SO-354835,C0078,HYD001,2020-12-10,2021-01-09,834510,228331.80000000005,1062841.8,Paid,False
INVUID-012372,INV-333689,SO-183936,C0142,AHM001,2020-12-19,2021-02-17,750650,209557.00000000003,960207.0,Paid,False
INVUID-012373,INV-287550,SO-118713,C0345,PUN001,2024-08-15,2024-09-14,766250,180775.0,947025.0,Paid,False
INVUID-012374,INV-266021,SO-260424,C0369,PUN001,2022-07-28,2022-08-12,625550,171794.0,797344.0,Paid,True
INVUID-012375,INV-890550,SO-384634,C0137,CHN001,2020-12-01,2020-12-16,969850,253203.00000000003,1223053.0,Paid,False
INVUID-012376,INV-300202,SO-518312,C0258,CHN001,2022-11-17,2023-01-16,661900,166642.0,828542.0,Paid,False
INVUID-012377,INV-815915,SO-845354,C0446,HYD001,2023-09-02,2023-10-02,1262690,347944.2,1610634.2,Paid,False
INVUID-012378,INV-644921,SO-590711,C0278,AHM001,2022-04-26,2022-06-10,1989800,553554.0000000001,2543354.0,Paid,False
INVUID-012379,INV-210586,SO-182376,C0296,KOL001,2021-08-24,2021-10-23,934700,261716.0,1196416.0,Paid,False
INVUID-012380,INV-699481,SO-547032,C0337,DEL001,2022-03-24,2022-04-23,38000,9030.0,47030.0,Paid,False
INVUID-012381,INV-870663,SO-484182,C0418,PUN001,2023-01-30,2023-02-14,318500,89180.00000000001,407680.0,Partially Paid,False
INVUID-012382,INV-578684,SO-816160,C0300,DEL001,2022-07-29,2022-08-13,755650,211582.0,967232.0,Paid,False
INVUID-012383,INV-924516,SO-699419,C0397,AHM001,2021-10-01,2021-10-31,423760,117226.80000000002,540986.8,Partially Paid,False
INVUID-012384,INV-715933,SO-169302,C0093,CHN001,2019-05-29,2019-06-28,535650,148857.0,684507.0,Partially Paid,False
INVUID-012385,INV-666750,SO-682907,C0467,DEL001,2022-11-01,2022-11-16,1119020,313263.6000000001,1432283.6,Paid,False
INVUID-012386,INV-822554,SO-416964,C0331,DEL001,2021-08-14,2021-09-28,668260,170386.80000000002,838646.8,Paid,False
INVUID-012387,INV-210626,SO-190259,C0425,CHN001,2024-07-11,2024-08-10,933660,260013.8,1193673.8,Paid,False
INVUID-012388,INV-477230,SO-146138,C0297,CHN001,2022-05-31,2022-06-15,4813240,1345843.2000000002,6159083.2,Paid,False
INVUID-012389,INV-682351,SO-683892,C0045,KOL001,2024-06-24,2024-08-23,1050850,288723.00000000006,1339573.0,Paid,False
INVUID-012390,INV-878159,SO-418641,C0431,PUN001,2020-10-24,2020-11-23,622600,167268.00000000003,789868.0,Paid,False
INVUID-012391,INV-252163,SO-111233,C0052,PUN001,2021-11-16,2021-12-16,2504900,701372.0,3206272.0,Paid,False
INVUID-012392,INV-527135,SO-129722,C0301,KOL001,2023-01-18,2023-02-17,2378820,654652.6,3033472.6,Paid,False
INVUID-012393,INV-647248,SO-757978,C0356,DEL001,2023-02-20,2023-04-06,1426070,395837.6,1821907.6,Paid,False
INVUID-012394,INV-951513,SO-347147,C0488,CHN001,2019-11-22,2019-12-22,3253850,882748.0000000001,4136598.0,Paid,False
INVUID-012395,INV-362758,SO-836505,C0188,PUN001,2024-09-11,2024-10-11,924000,258720.00000000003,1182720.0,Paid,False
INVUID-012396,INV-890054,SO-368448,C0016,DEL001,2021-06-22,2021-08-06,39800,11144.000000000002,50944.0,Partially Paid,False
INVUID-012397,INV-682206,SO-442520,C0068,DEL001,2020-12-11,2021-01-10,276920,74895.6,351815.6,Paid,False
INVUID-012398,INV-419228,SO-170786,C0083,DEL001,2024-05-26,2024-07-10,1305300,357964.0,1663264.0,Paid,False
INVUID-012399,INV-918562,SO-389705,C0443,KOL001,2022-01-26,2022-02-25,589750,161875.00000000003,751625.0,Partially Paid,False
INVUID-012400,INV-712535,SO-747194,C0115,KOL001,2022-02-18,2022-03-20,1715490,469128.20000000007,2184618.2,Paid,False
INVUID-012401,INV-888601,SO-822912,C0422,HYD001,2022-05-14,2022-07-13,3792200,1053256.0,4845456.0,Partially Paid,False
INVUID-012402,INV-751169,SO-813007,C0438,KOL001,2020-10-24,2020-11-23,759000,212520.00000000003,971520.0,Paid,False
INVUID-012403,INV-686122,SO-401503,C0237,HYD001,2022-04-06,2022-05-06,602570,153282.6,755852.6,Paid,False
INVUID-012404,INV-904687,SO-943857,C0020,KOL001,2021-03-14,2021-04-13,5280,950.4,6230.4,Paid,False
INVUID-012405,INV-886586,SO-619678,C0370,KOL001,2021-02-08,2021-03-10,4150220,1155929.6,5306149.6,Paid,False
INVUID-012406,INV-612746,SO-257459,C0045,KOL001,2019-07-24,2019-09-22,316900,86212.00000000001,403112.0,Unpaid,False
INVUID-012407,INV-856318,SO-741345,C0311,DEL001,2019-12-21,2020-02-04,2061370,573736.6000000001,2635106.6,Partially Paid,False
INVUID-012408,INV-682484,SO-171156,C0384,CHN001,2022-10-01,2022-11-15,1289550,355499.0,1645049.0,Paid,False
INVUID-012409,INV-380895,SO-932573,C0334,CHN001,2020-01-19,2020-02-03,2552470,710104.6000000001,3262574.6,Paid,False
INVUID-012410,INV-154918,SO-956262,C0393,KOL001,2023-10-05,2023-10-20,1085780,302540.4,1388320.4,Paid,False
INVUID-012411,INV-486467,SO-379991,C0301,KOL001,2021-05-23,2021-06-22,259000,72520.0,331520.0,Partially Paid,False
INVUID-012412,INV-727361,SO-406287,C0191,KOL001,2021-05-24,2021-06-23,2319230,637331.4,2956561.4,Unpaid,False
INVUID-012413,INV-782298,SO-816335,C0116,DEL001,2023-07-08,2023-08-22,462000,129360.0,591360.0,Unpaid,False
INVUID-012414,INV-921928,SO-652685,C0263,CHN001,2024-11-16,2025-01-15,838260,232526.8,1070786.8,Paid,False
INVUID-012415,INV-935085,SO-567796,C0012,CHN001,2019-11-14,2019-12-14,832800,227849.0,1060649.0,Unpaid,False
INVUID-012416,INV-471127,SO-138902,C0429,AHM001,2023-05-10,2023-06-24,604200,168456.00000000003,772656.0,Paid,False
INVUID-012417,INV-130220,SO-889209,C0060,HYD001,2024-04-23,2024-06-22,621310,170225.80000000002,791535.8,Paid,False
INVUID-012418,INV-506625,SO-996133,C0027,AHM001,2021-04-22,2021-06-06,835830,225319.4,1061149.4,Partially Paid,False
INVUID-012419,INV-883484,SO-253042,C0262,DEL001,2020-09-27,2020-10-12,3090950,846116.0000000001,3937066.0,Partially Paid,False
INVUID-012420,INV-779018,SO-390882,C0355,HYD001,2019-04-17,2019-06-01,3277850,915783.0,4193633.0,Paid,False
INVUID-012421,INV-932034,SO-827085,C0403,KOL001,2022-12-03,2023-01-02,3188770,887228.6000000001,4075998.6,Paid,False
INVUID-012422,INV-722429,SO-236737,C0327,AHM001,2024-10-06,2024-10-21,208600,58408.00000000001,267008.0,Paid,False
INVUID-012423,INV-838432,SO-168158,C0176,CHN001,2023-06-09,2023-06-24,855840,222691.2,1078531.2,Partially Paid,False
INVUID-012424,INV-991074,SO-614979,C0291,HYD001,2019-05-02,2019-06-01,524630,143753.40000000002,668383.4,Unpaid,False
INVUID-012425,INV-564511,SO-717787,C0403,KOL001,2023-08-16,2023-09-15,477600,133728.0,611328.0,Partially Paid,False
INVUID-012426,INV-284144,SO-829878,C0410,HYD001,2021-11-12,2021-12-12,2246910,623903.8,2870813.8,Paid,False
INVUID-012427,INV-395228,SO-579503,C0265,AHM001,2023-08-19,2023-09-18,3467690,965179.2,4432869.2,Paid,False
INVUID-012428,INV-738928,SO-706378,C0463,AHM001,2024-02-21,2024-03-07,1615450,430851.0,2046301.0,Partially Paid,False
INVUID-012429,INV-662700,SO-374492,C0211,HYD001,2019-03-16,2019-03-31,1633100,457268.00000000006,2090368.0,Partially Paid,False
INVUID-012430,INV-354404,SO-251262,C0313,AHM001,2024-04-23,2024-06-22,676070,185852.6,861922.6,Paid,False
INVUID-012431,INV-354924,SO-218325,C0236,KOL001,2023-10-15,2023-10-30,4615900,1250972.0000000002,5866872.0,Paid,False
INVUID-012432,INV-195585,SO-782224,C0310,CHN001,2023-12-09,2024-01-08,838220,199139.60000000003,1037359.6,Paid,False
INVUID-012433,INV-693339,SO-112976,C0107,DEL001,2021-04-18,2021-05-18,11040,1987.2,13027.2,Paid,False
INVUID-012434,INV-269944,SO-367104,C0383,PUN001,2019-04-24,2019-05-09,930,167.4,1097.4,Paid,False
INVUID-012435,INV-769098,SO-773816,C0276,KOL001,2023-09-03,2023-10-18,791300,221564.00000000003,1012864.0,Unpaid,False
INVUID-012436,INV-490005,SO-267590,C0441,PUN001,2020-04-19,2020-06-18,1114440,293724.2,1408164.2,Paid,False
INVUID-012437,INV-926373,SO-953500,C0489,CHN001,2022-10-04,2022-11-03,1370560,381750.8000000001,1752310.8,Unpaid,False
INVUID-012438,INV-482175,SO-958214,C0081,HYD001,2019-05-15,2019-05-30,493540,134582.2,628122.2,Paid,False
INVUID-012439,INV-538244,SO-745390,C0480,AHM001,2021-11-11,2021-12-26,685200,191546.00000000003,876746.0,Paid,False
INVUID-012440,INV-461121,SO-408469,C0374,PUN001,2020-10-13,2020-11-12,1091670,292145.60000000003,1383815.6,Partially Paid,False
INVUID-012441,INV-800415,SO-182323,C0200,DEL001,2021-09-07,2021-10-22,736050,176729.0,912779.0,Partially Paid,False
INVUID-012442,INV-992938,SO-850625,C0064,KOL001,2020-07-08,2020-08-22,3733380,1036508.4,4769888.4,Paid,False
INVUID-012443,INV-789989,SO-638790,C0291,HYD001,2022-02-05,2022-03-07,31850,8918.0,40768.0,Paid,False
INVUID-012444,INV-486494,SO-842591,C0487,DEL001,2021-06-22,2021-07-07,963670,265960.60000000003,1229630.6,Paid,False
INVUID-012445,INV-736020,SO-679465,C0084,PUN001,2022-09-15,2022-11-14,5376000,1503455.0,6879455.0,Unpaid,False
INVUID-012446,INV-900266,SO-331424,C0064,KOL001,2021-11-15,2021-12-30,241880,51378.4,293258.4,Paid,False
INVUID-012447,INV-835262,SO-268776,C0245,CHN001,2019-07-20,2019-08-19,1352790,372502.2,1725292.2,Paid,False
INVUID-012448,INV-154945,SO-780173,C0312,PUN001,2022-03-27,2022-05-11,5018300,1395944.0,6414244.0,Paid,False
INVUID-012449,INV-884761,SO-278945,C0277,PUN001,2021-07-29,2021-09-27,2456800,678964.0000000001,3135764.0,Paid,False
INVUID-012450,INV-136663,SO-873667,C0154,DEL001,2022-02-16,2022-03-03,873310,227990.8,1101300.8,Paid,False
INVUID-012451,INV-914183,SO-270886,C0140,PUN001,2023-12-30,2024-02-28,1075370,297566.60000000003,1372936.6,Partially Paid,False
INVUID-012452,INV-116779,SO-806353,C0123,KOL001,2023-12-25,2024-01-24,1816030,507235.4,2323265.4,Paid,False
INVUID-012453,INV-177895,SO-755993,C0184,CHN001,2021-10-24,2021-11-08,912970,218064.6,1131034.6,Paid,False
INVUID-012454,INV-484610,SO-497386,C0395,KOL001,2024-07-17,2024-08-31,844030,195420.4,1039450.4,Paid,False
INVUID-012455,INV-145700,SO-697859,C0358,PUN001,2019-07-23,2019-08-07,1526340,416791.20000000007,1943131.2,Paid,False
INVUID-012456,INV-178965,SO-314829,C0097,PUN001,2019-06-01,2019-06-16,871740,236393.20000000004,1108133.2,Paid,False
INVUID-012457,INV-463552,SO-439629,C0012,CHN001,2021-12-11,2022-01-10,388890,107685.2,496575.2,Paid,False
INVUID-012458,INV-695831,SO-948155,C0191,KOL001,2021-08-10,2021-09-09,2499280,692435.4000000001,3191715.4,Paid,False
INVUID-012459,INV-854050,SO-953411,C0002,HYD001,2023-11-04,2023-12-04,1550960,428632.8000000001,1979592.8,Partially Paid,False
INVUID-012460,INV-667502,SO-100609,C0414,CHN001,2024-12-11,2025-01-10,1180270,327073.6,1507343.6,Paid,False
INVUID-012461,INV-900152,SO-705143,C0308,DEL001,2019-03-02,2019-05-01,939160,254553.80000000005,1193713.8,Partially Paid,False
INVUID-012462,INV-471374,SO-709200,C0276,KOL001,2022-02-26,2022-04-12,68900,17552.0,86452.0,Paid,False
INVUID-012463,INV-133863,SO-336491,C0189,KOL001,2022-11-19,2023-01-18,2251270,611848.6000000001,2863118.6,Paid,False
INVUID-012464,INV-172824,SO-628365,C0389,AHM001,2021-01-02,2021-02-01,1652000,462560.00000000006,2114560.0,Paid,False
INVUID-012465,INV-321421,SO-495977,C0311,DEL001,2019-04-13,2019-05-28,79600,22288.000000000004,101888.0,Paid,False
INVUID-012466,INV-839732,SO-367730,C0089,AHM001,2019-08-20,2019-09-19,1261980,329136.4,1591116.4,Paid,False
INVUID-012467,INV-419604,SO-402541,C0019,KOL001,2022-05-11,2022-05-26,522540,145687.2,668227.2,Paid,False
INVUID-012468,INV-408092,SO-957156,C0171,CHN001,2020-05-14,2020-05-29,1985530,555180.4,2540710.4,Paid,False
INVUID-012469,INV-143793,SO-660082,C0266,CHN001,2019-01-28,2019-02-27,1943400,544152.0000000001,2487552.0,Paid,False
INVUID-012470,INV-696057,SO-416471,C0280,PUN001,2019-11-10,2019-12-10,1167780,324825.4000000001,1492605.4,Paid,False
INVUID-012471,INV-554610,SO-301986,C0307,AHM001,2019-06-05,2019-06-20,1583350,406658.00000000006,1990008.0,Paid,False
INVUID-012472,INV-753553,SO-391790,C0443,KOL001,2024-04-08,2024-05-08,1882750,515855.00000000006,2398605.0,Paid,False
INVUID-012473,INV-465803,SO-820595,C0128,AHM001,2022-06-20,2022-08-19,461820,128497.60000000002,590317.6,Paid,False
INVUID-012474,INV-279141,SO-286589,C0403,KOL001,2023-08-13,2023-09-12,1443950,402711.00000000006,1846661.0,Paid,False
INVUID-012475,INV-568886,SO-242977,C0157,PUN001,2021-04-07,2021-05-07,2525660,706968.8,3232628.8,Paid,False
INVUID-012476,INV-152499,SO-100259,C0165,DEL001,2020-09-08,2020-11-07,1589770,423318.6,2013088.6,Paid,False
INVUID-012477,INV-787742,SO-311325,C0129,DEL001,2020-11-26,2021-01-10,749300,209514.0,958814.0,Unpaid,False
INVUID-012478,INV-992635,SO-837462,C0322,AHM001,2019-04-22,2019-06-21,510030,142220.40000000002,652250.4,Partially Paid,False
INVUID-012479,INV-113561,SO-640708,C0050,KOL001,2022-07-15,2022-08-14,3574130,989523.4,4563653.4,Paid,False
INVUID-012480,INV-102731,SO-531188,C0264,PUN001,2019-08-31,2019-10-30,624850,150393.0,775243.0,Paid,False
INVUID-012481,INV-528111,SO-636884,C0354,HYD001,2023-12-03,2024-01-02,1624050,443779.0,2067829.0,Paid,False
INVUID-012482,INV-923374,SO-461542,C0331,DEL001,2023-03-07,2023-04-21,1279600,335828.0,1615428.0,Unpaid,False
INVUID-012483,INV-327749,SO-117190,C0364,KOL001,2020-08-18,2020-09-17,1627080,454854.4,2081934.4,Paid,False
INVUID-012484,INV-980422,SO-730432,C0130,PUN001,2021-04-20,2021-06-04,2890000,788370.0000000001,3678370.0,Paid,False
INVUID-012485,INV-955771,SO-528411,C0475,KOL001,2021-09-03,2021-10-18,3040360,847319.8000000002,3887679.8,Paid,False
INVUID-012486,INV-191494,SO-239040,C0490,PUN001,2023-08-09,2023-09-08,1358340,374401.20000000007,1732741.2,Paid,False
INVUID-012487,INV-666926,SO-745998,C0221,DEL001,2023-01-02,2023-02-16,5721320,1585352.6,7306672.6,Paid,False
INVUID-012488,INV-745225,SO-908705,C0437,HYD001,2023-05-17,2023-06-16,631980,176026.40000000002,808006.4,Paid,False
INVUID-012489,INV-297217,SO-527928,C0076,CHN001,2019-04-20,2019-05-20,3820200,1054096.0,4874296.0,Paid,False
INVUID-012490,INV-358389,SO-555302,C0225,DEL001,2022-07-08,2022-08-07,1306480,363766.4,1670246.4,Partially Paid,False
INVUID-012491,INV-308934,SO-732265,C0202,AHM001,2023-01-01,2023-03-02,926420,250365.60000000003,1176785.6,Partially Paid,False
INVUID-012492,INV-551775,SO-848964,C0332,HYD001,2020-09-10,2020-10-25,2681020,732133.6000000001,3413153.6,Paid,False
INVUID-012493,INV-361130,SO-964608,C0147,DEL001,2022-03-07,2022-04-21,50100,11958.0,62058.0,Paid,False
INVUID-012494,INV-131120,SO-700281,C0136,AHM001,2020-03-09,2020-04-08,796000,222880.00000000003,1018880.0,Partially Paid,False
INVUID-012495,INV-333142,SO-608318,C0445,KOL001,2024-02-07,2024-04-07,442670,109080.60000000002,551750.6,Paid,False
INVUID-012496,INV-872432,SO-917862,C0471,AHM001,2022-03-26,2022-04-25,3083890,849650.2,3933540.2,Partially Paid,False
INVUID-012497,INV-130827,SO-256301,C0476,DEL001,2023-09-16,2023-11-15,1195950,319181.00000000006,1515131.0,Paid,False
INVUID-012498,INV-994691,SO-881631,C0149,AHM001,2023-10-22,2023-11-21,521240,127223.2,648463.2000000001,Paid,False
INVUID-012499,INV-516830,SO-475689,C0215,CHN001,2022-09-18,2022-10-03,1550,279.0,1829.0,Paid,False
INVUID-012500,INV-374765,SO-151079,C0229,HYD001,2021-03-12,2021-04-26,2086370,571976.6000000001,2658346.6,Paid,False
INVUID-012501,INV-929741,SO-874733,C0453,CHN001,2024-07-27,2024-08-26,232170,53500.600000000006,285670.6,Partially Paid,False
INVUID-012502,INV-665190,SO-764653,C0343,PUN001,2024-09-09,2024-10-09,3201910,891773.8000000002,4093683.8,Partially Paid,False
INVUID-012503,INV-407153,SO-859149,C0482,KOL001,2024-05-08,2024-07-07,1713790,468642.2,2182432.2,Paid,False
INVUID-012504,INV-189168,SO-400582,C0231,PUN001,2024-08-11,2024-08-26,2563130,683823.4,3246953.4,Partially Paid,False
INVUID-012505,INV-435354,SO-384105,C0467,DEL001,2024-03-16,2024-03-31,174500,48860.00000000001,223360.0,Paid,False
INVUID-012506,INV-651399,SO-245048,C0105,DEL001,2020-05-06,2020-07-05,416100,116508.0,532608.0,Unpaid,False
INVUID-012507,INV-969985,SO-867073,C0134,AHM001,2023-02-22,2023-04-23,3749700,1024746.0,4774446.0,Paid,False
INVUID-012508,INV-869250,SO-776113,C0189,KOL001,2023-03-31,2023-05-30,1550,279.0,1829.0,Paid,False
INVUID-012509,INV-364821,SO-147215,C0269,CHN001,2021-09-07,2021-09-22,1785000,499800.00000000006,2284800.0,Paid,False
INVUID-012510,INV-880366,SO-936577,C0201,CHN001,2024-12-20,2025-01-04,1026350,285293.00000000006,1311643.0,Paid,False
INVUID-012511,INV-940990,SO-550350,C0201,CHN001,2020-10-26,2020-11-10,2003200,542821.0000000001,2546021.0,Paid,False
INVUID-012512,INV-876555,SO-657939,C0062,HYD001,2024-02-09,2024-04-09,4761750,1298445.0000000002,6060195.0,Paid,False
INVUID-012513,INV-257230,SO-350021,C0043,CHN001,2020-01-25,2020-02-24,1832300,509114.00000000006,2341414.0,Paid,False
INVUID-012514,INV-691567,SO-327691,C0060,HYD001,2021-06-01,2021-07-31,1822350,500463.00000000006,2322813.0,Unpaid,False
INVUID-012515,INV-982720,SO-724035,C0304,DEL001,2023-06-29,2023-08-28,63020,15998.600000000002,79018.6,Paid,False
INVUID-012516,INV-708893,SO-794645,C0071,KOL001,2021-08-17,2021-10-01,55200,15456.000000000002,70656.0,Paid,False
INVUID-012517,INV-107795,SO-756805,C0235,CHN001,2021-11-22,2021-12-22,1085180,302432.4,1387612.4,Paid,False
INVUID-012518,INV-327455,SO-275549,C0142,AHM001,2019-05-10,2019-07-09,1479310,389045.8000000001,1868355.8,Paid,False
INVUID-012519,INV-971026,SO-289209,C0443,KOL001,2024-11-27,2024-12-27,1805250,502185.00000000006,2307435.0,Paid,False
INVUID-012520,INV-897869,SO-511288,C0180,HYD001,2019-10-23,2019-12-22,660330,180249.4,840579.4,Unpaid,False
INVUID-012521,INV-985844,SO-988062,C0330,KOL001,2019-08-29,2019-09-28,1876250,515110.00000000006,2391360.0,Paid,False
INVUID-012522,INV-891614,SO-662451,C0007,PUN001,2020-12-07,2021-01-21,319650,86772.00000000001,406422.0,Paid,False
INVUID-012523,INV-821380,SO-755447,C0350,AHM001,2022-12-21,2023-02-04,1454030,403145.4000000001,1857175.4,Partially Paid,False
INVUID-012524,INV-405365,SO-255296,C0141,AHM001,2021-10-05,2021-12-04,826650,216457.00000000003,1043107.0,Paid,False
INVUID-012525,INV-840351,SO-241456,C0056,DEL001,2024-02-15,2024-03-16,777070,215392.60000000003,992462.6,Paid,False
INVUID-012526,INV-881815,SO-704777,C0197,AHM001,2024-07-16,2024-08-30,185720,50024.600000000006,235744.6,Paid,False
INVUID-012527,INV-562879,SO-944380,C0168,PUN001,2021-11-13,2022-01-12,946200,261036.00000000003,1207236.0,Paid,False
INVUID-012528,INV-535078,SO-662943,C0053,DEL001,2022-04-06,2022-06-05,385490,91188.2,476678.2,Paid,False
INVUID-012529,INV-195997,SO-873873,C0093,CHN001,2020-07-02,2020-08-01,360150,86562.0,446712.0,Paid,False
INVUID-012530,INV-572888,SO-199280,C0429,AHM001,2019-07-29,2019-09-12,1380990,374718.20000000007,1755708.2,Paid,False
INVUID-012531,INV-483915,SO-982130,C0043,CHN001,2020-07-15,2020-08-14,1894890,520670.20000000007,2415560.2,Paid,False
INVUID-012532,INV-537546,SO-335444,C0332,HYD001,2020-08-24,2020-10-08,1862310,513900.8000000001,2376210.8,Paid,False
INVUID-012533,INV-747667,SO-461996,C0089,AHM001,2024-07-07,2024-08-06,136950,31631.000000000004,168581.0,Paid,False
INVUID-012534,INV-663303,SO-338607,C0005,AHM001,2021-07-02,2021-08-01,314100,87948.00000000001,402048.0,Paid,False
INVUID-012535,INV-584116,SO-951126,C0047,PUN001,2024-09-07,2024-11-06,380700,106596.0,487296.0,Unpaid,False
INVUID-012536,INV-296124,SO-475932,C0355,HYD001,2024-09-19,2024-11-03,1787310,463275.8000000001,2250585.8,Paid,True
INVUID-012537,INV-366657,SO-902465,C0078,HYD001,2020-11-18,2020-12-18,2103250,575625.0000000001,2678875.0,Partially Paid,False
INVUID-012538,INV-548146,SO-143576,C0435,CHN001,2021-07-02,2021-08-16,97900,19682.0,117582.0,Partially Paid,False
INVUID-012539,INV-983759,SO-658487,C0101,CHN001,2023-08-31,2023-10-30,744500,208230.00000000003,952730.0,Paid,False
INVUID-012540,INV-867958,SO-543980,C0002,HYD001,2022-12-28,2023-01-27,14400,2592.0,16992.0,Paid,False
INVUID-012541,INV-825430,SO-582475,C0394,HYD001,2019-08-28,2019-10-12,1679450,463281.00000000006,2142731.0,Paid,False
INVUID-012542,INV-906441,SO-983541,C0435,CHN001,2021-03-24,2021-05-08,399500,111860.0,511360.0,Unpaid,False
INVUID-012543,INV-863788,SO-674131,C0495,AHM001,2023-07-16,2023-08-30,177250,31905.0,209155.0,Paid,False
INVUID-012544,INV-128566,SO-126067,C0045,KOL001,2020-12-27,2021-02-25,4453640,1236915.2000000002,5690555.2,Paid,False
INVUID-012545,INV-239674,SO-213377,C0358,PUN001,2022-12-15,2022-12-30,1929700,525316.0,2455016.0,Partially Paid,False
INVUID-012546,INV-245517,SO-142615,C0284,KOL001,2021-12-15,2022-02-13,34550,6219.0,40769.0,Partially Paid,False
INVUID-012547,INV-492310,SO-879601,C0246,DEL001,2019-08-26,2019-09-25,950780,263540.4,1214320.4,Partially Paid,False
INVUID-012548,INV-723929,SO-417119,C0264,PUN001,2021-03-07,2021-05-06,1065600,298368.00000000006,1363968.0,Paid,False
INVUID-012549,INV-730913,SO-713022,C0402,HYD001,2024-03-13,2024-03-28,1222580,331889.4,1554469.4,Paid,False
INVUID-012550,INV-183710,SO-277078,C0413,CHN001,2020-09-27,2020-10-12,3549000,991110.0,4540110.0,Paid,False
INVUID-012551,INV-483029,SO-741480,C0112,HYD001,2021-12-19,2022-02-02,2736890,764985.2000000001,3501875.2,Paid,False
INVUID-012552,INV-185633,SO-186670,C0027,AHM001,2022-02-08,2022-03-25,538360,145444.80000000002,683804.8,Paid,False
INVUID-012553,INV-354839,SO-122544,C0216,KOL001,2019-08-27,2019-09-26,1825350,504768.00000000006,2330118.0,Paid,False
INVUID-012554,INV-911702,SO-379895,C0085,CHN001,2020-05-30,2020-07-14,1597000,447160.00000000006,2044160.0,Paid,False
INVUID-012555,INV-990577,SO-199423,C0405,PUN001,2023-11-20,2023-12-20,516050,143714.0,659764.0,Paid,False
INVUID-012556,INV-364995,SO-956641,C0410,HYD001,2024-07-28,2024-08-27,639210,177682.80000000005,816892.8,Unpaid,False
INVUID-012557,INV-637712,SO-151639,C0217,DEL001,2019-09-19,2019-11-18,383200,88576.0,471776.0,Paid,False
INVUID-012558,INV-328515,SO-828264,C0328,KOL001,2023-04-13,2023-05-28,3456410,959153.8000000002,4415563.8,Partially Paid,False
INVUID-012559,INV-927951,SO-977707,C0423,DEL001,2023-01-14,2023-03-15,507650,141127.00000000003,648777.0,Paid,False
INVUID-012560,INV-901443,SO-162360,C0017,CHN001,2021-05-07,2021-05-22,141250,36940.00000000001,178190.0,Partially Paid,False
INVUID-012561,INV-485878,SO-660659,C0334,CHN001,2019-05-13,2019-05-28,242400,67872.0,310272.0,Unpaid,False
INVUID-012562,INV-483803,SO-395088,C0373,HYD001,2021-02-12,2021-02-27,118200,32476.000000000004,150676.0,Paid,False
INVUID-012563,INV-373141,SO-110797,C0365,KOL001,2019-08-02,2019-10-01,477280,133590.4,610870.4,Paid,False
INVUID-012564,INV-828384,SO-428918,C0032,AHM001,2024-03-06,2024-03-21,705000,179205.00000000003,884205.0,Paid,False
INVUID-012565,INV-531858,SO-381321,C0485,PUN001,2024-04-07,2024-06-06,606170,142500.6,748670.6,Paid,False
INVUID-012566,INV-266177,SO-717803,C0031,KOL001,2020-01-31,2020-03-01,377450,100666.0,478116.0,Paid,False
INVUID-012567,INV-787867,SO-252884,C0323,AHM001,2023-07-15,2023-08-14,241980,63716.40000000001,305696.4,Paid,False
INVUID-012568,INV-503842,SO-354795,C0380,HYD001,2023-03-29,2023-05-13,533890,146690.2,680580.2,Paid,False
INVUID-012569,INV-889004,SO-123956,C0407,HYD001,2021-09-19,2021-11-03,2526700,704086.0,3230786.0,Paid,False
INVUID-012570,INV-681324,SO-249086,C0100,KOL001,2019-12-05,2020-01-04,1220850,338753.00000000006,1559603.0,Paid,False
INVUID-012571,INV-721976,SO-267298,C0473,CHN001,2024-01-06,2024-02-20,1022350,282333.00000000006,1304683.0,Paid,False
INVUID-012572,INV-951541,SO-892756,C0003,DEL001,2024-10-20,2024-11-19,725100,202158.00000000003,927258.0,Paid,False
INVUID-012573,INV-422108,SO-306992,C0445,KOL001,2024-03-22,2024-05-21,2142000,599760.0,2741760.0,Paid,False
INVUID-012574,INV-649912,SO-957051,C0305,DEL001,2020-09-23,2020-10-08,120640,33635.2,154275.2,Paid,False
INVUID-012575,INV-413580,SO-424265,C0431,PUN001,2021-08-31,2021-09-30,3473350,954773.0,4428123.0,Paid,False
INVUID-012576,INV-900625,SO-875553,C0072,PUN001,2023-04-21,2023-05-06,2637610,721074.8,3358684.8,Paid,False
INVUID-012577,INV-995806,SO-485166,C0494,CHN001,2023-07-14,2023-08-28,2488890,675770.2000000001,3164660.2,Paid,False
INVUID-012578,INV-812279,SO-770585,C0270,DEL001,2021-12-19,2022-01-18,929260,257196.8,1186456.8,Paid,False
INVUID-012579,INV-794951,SO-353990,C0092,AHM001,2021-01-27,2021-02-26,27180,4892.4,32072.4,Paid,False
INVUID-012580,INV-178900,SO-936648,C0274,CHN001,2022-07-07,2022-09-05,125300,35084.0,160384.0,Paid,False
INVUID-012581,INV-998317,SO-403062,C0075,HYD001,2020-09-04,2020-10-19,1278400,355692.0,1634092.0,Paid,False
